factura_id,fecha,cliente_id,sku,cantidad,precio_unitario,moneda,total,canal_venta
FAC-000304,2024-06-21,CLI-00156,SKU-00026,-3,1147.65,MXN,6885.9,Tienda física
FAC-002790,03/11/2025,CLI-00471,SKU-00111,1,"$2,088.01",MXN,2088.01,E-commerce
FAC-001562,2024-02-03,CLI-00392,SKU-00034,5,1086.78, MXN ,5433.9,E-commerce
FAC-000027,15/06/2025,CLI-98741,SKU-00036,7,817.47,MXN,,E-commerce
FAC-000051,01/02/2025,CLI-00328,SKU-00014,3,249.56,MXN,748.68,Marketplace
FAC-001243,2025-03-29,CLI-96697,SKU-00023,1,320.47,MXN,320.47,Tienda física
FAC-000690,2024-05-25,CLI-00254,SKU-00004,1,483.42,MXN,483.42,Marketplace
FAC-002341,2024-03-25,CLI-00322,SKU-00060,7,444.89,USD,3114.23,Tienda física
FAC-002354,2024-05-05,CLI-00233,SKU-00108,3,309.08,MXN,927.24,Tienda física
FAC-003311,2025-03-25,CLI-00015,SKU-00082,1,952.03,MXN,952.03,Marketplace
FAC-000481,2025-02-21,CLI-00049,SKU-00140,3,176.06,MXN,,E-commerce
FAC-002854,2025-02-24,CLI-00112,SKU-00081,6,485.1,MXN,,E-commerce
FAC-002817,10/28/2024,CLI-00463,SKU-00057,2,1249.64,MXN,2499.28,Marketplace
FAC-003381,2024-07-19,CLI-00251,SKU-00029,-3,498.1,MXN,1494.3,Tienda física
FAC-002584,2024-08-11,CLI-00133,SKU-00045,5,1124.55,MXN,5622.75,Tienda física
FAC-000086,2025-07-14,CLI-00405,SKU-00054,2,445.91,MXN,891.82,E-commerce
FAC-000929,2024-12-13,CLI-00159,SKU-00101,3,883.25,MXN,2649.75,E-commerce
FAC-002456,2025-07-21,CLI-00046,SKU-00097,-1,1938.99,USD,9694.95,Tienda física
FAC-003476,2024-02-20,CLI-00123,SKU-00053,7,690.91,MXN,4836.37,Tienda física
FAC-001111,2025-03-13,CLI-00447,SKU-00127,2,706.14,MXN,1412.28,Tienda física
FAC-002898,2024-09-04,CLI-00222,SKU-00018,3,834.37,MXN,2503.11,E-commerce
FAC-002722,13/11/2025,,SKU-00140,6,170.05,MXN,1020.3,Tienda física
FAC-000406,23/04/2025,CLI-00149,SKU-00114,1,1994.96,MXN,1994.96,Tienda física
FAC-002885,2025-08-01,CLI-00149,SKU-00115,4,116.05,mxn,464.2,Marketplace
FAC-001831,23/08/2024,CLI-00160,SKU-00054,7,427.08,MXN,2989.56,E-commerce
FAC-000134,2025-12-19,CLI-00228,SKU-00074,2,440.1,MXN,880.2,E-commerce
FAC-003097,03/24/2025,CLI-00326,SKU-95447,2,1337.51,MXN,2675.02,Tienda física
FAC-002438,2025-04-16,CLI-00009,SKU-00133,1,212.1,MXN,212.1,E-commerce
FAC-002071,12/26/2025,CLI-00375,SKU-00066,6,443.1,MXN,2658.6,Tienda física
FAC-001780,08/06/2024,CLI-00094,SKU-00068,2,310.2,MXN,620.4,E-commerce
FAC-002192,2024-09-09,CLI-00412,SKU-00023,3,322.69,MXN,968.07,Marketplace
FAC-003363,2025-04-08,CLI-00447,SKU-00047,3,1223.66,MXN,3670.98,Marketplace
FAC-000308,2025-09-16,CLI-00142,SKU-00008,6,1898.42,MXN,11390.52,Tienda física
FAC-000991,2025-06-05,CLI-00127,SKU-00134,4,223.76,MXN,895.04,Tienda física
FAC-002216,2025-01-10,CLI-00482,SKU-00011,5,530.54,MXN,2652.7,Tienda física
FAC-002141,2024-03-05,CLI-00149,SKU-00078,4,872.95, MXN ,3491.8,E-commerce
FAC-002498,11/15/2024,CLI-00467,SKU-00018,2,875.72,USD,1751.44,Tienda física
FAC-001465,2024-11-23,CLI-00261,SKU-00113,4,2290.31,MXN,9161.24,E-commerce
FAC-001084,09/04/2025,CLI-00252,SKU-00124,6,834.84,USD,5009.04,Tienda física
FAC-003200,08/19/2024,CLI-00478,SKU-00099,6,1905.68,MXN,11434.08,Teléfono
FAC-001069,08/01/2025,CLI-00125,SKU-00065,2,204.25,MXN,332.42,Tienda física
FAC-003323,2025-03-09,CLI-00157,SKU-00041,7,1580.47,mxn,11063.29,Tienda física
FAC-000850,19/09/2025,CLI-00476,SKU-00119,6,820.4,MXN,4922.4,E-commerce
FAC-000906,2024-08-12,CLI-97604,SKU-00134,6,217.04,MXN,1302.24,E-commerce
FAC-000739,12/07/2025,CLI-00012,SKU-00129,3,294.52,MXN,883.56,Marketplace
FAC-002776,2025-05-22,CLI-97872,SKU-00003,7,2914.85,USD,20403.95,Marketplace
FAC-003291,2024-02-05,CLI-00265,SKU-00082,5,953.19,MXN,4765.95,Tienda física
FAC-001693,2025-02-08,CLI-00423,SKU-00136,4,253.56,MXN,1014.24,Tienda física
FAC-001803,01/01/2024,CLI-00134,SKU-00070,6,429.87,MXN,2579.22,Marketplace
FAC-000686,2024-07-11,CLI-00411,SKU-00120,7,684.52,MXN,4791.64,Tienda física
FAC-001452,2025-03-28,CLI-00267,SKU-00152,7,561.74,mxn,3932.18,Marketplace
FAC-002552,2024-02-03,CLI-00265,SKU-00124,5,785.67,MXN,3928.35,E-commerce
FAC-000954,15/08/2025,CLI-00111,SKU-00116,6,356.03,MXN,2136.18,Marketplace
FAC-002382,07/17/2024,CLI-00286,SKU-00091,7,859.34,MXN,6015.38,E-commerce
FAC-000386,2024-09-25,CLI-00450,SKU-00011,2,525.1,MXN,1050.2,Tienda física
FAC-002793,2025-04-22,CLI-00371,SKU-00069,4,373.67,MXN,1494.68,E-commerce
FAC-002569,08/09/2025,CLI-00458,SKU-00074,5,442.7,MXN,2213.5,E-commerce
FAC-001244,2024-11-18,CLI-00379,SKU-00096,5,1479.84,MXN,7399.2,Teléfono
FAC-000554,2024-04-03,CLI-00388,SKU-00098,5,"$1,282.04",MXN,6410.2,Tienda física
FAC-001544,2025-11-20,CLI-00433,SKU-00029,5,510.6,MXN,1607.08,Tienda física
FAC-002696,2025-09-29,CLI-00108,SKU-00035,4,793.52,MXN,3174.08,Teléfono
FAC-003230,2024-05-23,CLI-00432,SKU-00082,7,964.85,MXN,6753.95,Marketplace
FAC-002204,2025-07-09,CLI-00202,SKU-00015,1,859.58,USD,859.58,Tienda física
FAC-003428,2025-08-28,CLI-00128,SKU-00130,5,452.91,MXN,2264.55,Tienda física
FAC-000849,2024-08-25,CLI-00484,SKU-00116,6,$339.48, MXN ,2036.88,E-commerce
FAC-002822,2024-10-11,CLI-00306,SKU-00013,6,2502.42,USD,15014.52,Tienda física
FAC-001867,2025-05-03,CLI-00167,SKU-00002,6,3020.93,MXN,18125.58,E-commerce
FAC-000305,2025-07-31,CLI-00225,SKU-00076,5,54.07, MXN ,270.35,Marketplace
FAC-000671,2024-10-24,CLI-00033,SKU-00080,7,854.57,MXN,5981.99,Tienda física
FAC-000826,2025-09-25,CLI-00093,SKU-00058,4,141.48,MXN,565.92,Tienda física
FAC-002029,07/06/2024,CLI-00356,SKU-00096,6,1445.81,MXN,8674.86,Teléfono
FAC-001469,27/01/2024,CLI-00235,SKU-00094,5,314.05,MXN,1570.25,Tienda física
FAC-001823,2024-08-29,CLI-96364,SKU-00134,7,214.82,USD,1503.74,E-commerce
FAC-000093,2024-10-17,CLI-00024,SKU-00071,5,68.58,MXN,342.9,Tienda física
FAC-002472,2024-11-16,CLI-00184,SKU-00083,6,186.97,MXN,1121.82,Tienda física
FAC-002693,04/30/2024,,SKU-00072,7,429.66,USD,3007.62,E-commerce
FAC-002941,2024-07-22,CLI-00314,SKU-00098,5,"$1,334.06",MXN,6670.3,Tienda física
FAC-000317,2024-08-19,CLI-00385,SKU-00126,6,506.49,MXN,3038.94,Tienda física
FAC-002798,18/07/2024,CLI-00076,SKU-00056,1,804.34, MXN ,804.34,Tienda física
FAC-001548,2024-03-16,CLI-00263,SKU-00060,3,442.31,USD,1326.93,Tienda física
FAC-002687,2025-08-21,CLI-00262,SKU-00074,1,423.71,MXN,423.71,Tienda física
FAC-000603,2025-05-02,CLI-99613,SKU-00102,4,1497.08,MXN,5988.32,Marketplace
FAC-000534,24/04/2024,CLI-00311,SKU-00041,4,1629.32,MXN,6517.28,Teléfono
FAC-003254,2025-07-06,CLI-00195,SKU-00082,7,992.7,MXN,6948.9,Tienda física
FAC-002441,2025-11-06,CLI-00260,SKU-00004,4,489.31,MXN,1957.24,E-commerce
FAC-000421,11/02/2025,CLI-00226,SKU-00011,1,533.02,mxn,533.02,Tienda física
FAC-000582,07/25/2025,CLI-00434,SKU-00095,2,390.95,usd,781.9,Marketplace
FAC-003500,03/02/2024,CLI-00288,SKU-00108,5,317.62,MXN,1588.1,Marketplace
FAC-001190,2025-07-05,CLI-00074,SKU-00028,5,610.28, MXN ,3051.4,E-commerce
FAC-002440,2024-11-25,CLI-95713,SKU-00091,7,831.18,USD,5818.26,E-commerce
FAC-000865,2024-09-06,,SKU-00007,7,1300.35,MXN,9102.45,Tienda física
FAC-002678,11/12/2025,CLI-00417,SKU-00052,4,944.21,MXN,2457.26,E-commerce
FAC-001248,10/02/2024,CLI-00410,SKU-00136,3,248.53,mxn,745.59,Tienda física
FAC-002337,2024-07-18,CLI-00043,SKU-00121,3,324.44,MXN,973.32,Tienda física
FAC-002493,2025-08-11,CLI-00306,SKU-00040,2,696.94,MXN,1393.88,Tienda física
FAC-001089,2025-09-12,CLI-00460,SKU-00057,2,1266.33,MXN,2532.66,E-commerce
FAC-002128,2024-10-09,CLI-00020,SKU-00055,1,549.21, MXN ,549.21,Marketplace
FAC-003260,2025-06-24,CLI-00057,SKU-00051,3,577.7,MXN,1733.1,Tienda física
FAC-001697,17/10/2024,CLI-00222,SKU-00069,7,358.34,MXN,2508.38,E-commerce
FAC-002959,2025-12-08,CLI-00344,SKU-00089,5,1305.53,MXN,6527.65,E-commerce
FAC-002820,2025-02-22,CLI-00257,SKU-00068,6,310.58,MXN,1863.48,Tienda física
FAC-000378,2024-12-21,CLI-00330,SKU-00149,5,59.94,MXN,299.7,E-commerce
FAC-000119,2024-10-28,CLI-00285,SKU-00146,1,378.47,MXN,378.47,Marketplace
FAC-000195,15/05/2025,CLI-00203,SKU-00143,7,42.1,MXN,294.7,Tienda física
FAC-002677,02/01/2024,CLI-00084,SKU-00005,5,384.83,MXN,1924.15,Tienda física
FAC-002417,07/08/2024,CLI-00372,SKU-95592,5,181.41,MXN,907.05,E-commerce
FAC-002447,2024-11-16,CLI-00411,SKU-00031,3,391.97,MXN,1175.91,E-commerce
FAC-000085,2024-12-04,CLI-00295,SKU-00002,2,3020.44,MXN,6040.88,Marketplace
FAC-000153,2024-06-09,CLI-00376,SKU-00014,4,268.69,MXN,1074.76,E-commerce
FAC-002574,2024-10-22,CLI-00379,SKU-00029,6,515.02,MXN,3090.12,Tienda física
FAC-002004,2025-07-10,CLI-00197,SKU-00099,2,1962.72,MXN,2950.74,Marketplace
FAC-000676,2024-01-02,CLI-00247,SKU-00004,6,501.38,MXN,3008.28,Tienda física
FAC-002353,13/04/2025,CLI-00416,SKU-00052,4,903.57,MXN,3614.28,E-commerce
FAC-002587,21/03/2025,CLI-00397,SKU-00082,7,1006.54,MXN,7045.78,Tienda física
FAC-001013,2025-11-27,CLI-00399,SKU-00083,3,191.03,MXN,417.03,Marketplace
FAC-003018,2024-11-08,CLI-00054,SKU-00113,1,"$2,295.17",MXN,2295.17,Tienda física
FAC-002928,2025-06-29,CLI-00421,SKU-00024,2,927.22,MXN,1854.44,Tienda física
FAC-001400,11/08/2025,CLI-00143,SKU-00040,3,672.01,MXN,2016.03,E-commerce
FAC-000868,2025-02-03,CLI-00454,SKU-00084,5,939.0,USD,4695.0,Tienda física
FAC-003357,2024-02-20,CLI-00376,SKU-00054,6,453.53,MXN,2198.14,E-commerce
FAC-001543,2025-01-03,CLI-00290,SKU-00064,2,127.08,MXN,254.16,E-commerce
FAC-000099,2024-04-07,CLI-00390,SKU-00073,4,$55.64,USD,222.56,Marketplace
FAC-002862,2024-10-01,CLI-00425,SKU-00134,5,214.98, MXN ,1074.9,Marketplace
FAC-003069,2025-05-10,CLI-00147,SKU-00045,1,1146.71,MXN,1146.71,Tienda física
FAC-000307,2025-11-07,CLI-00374,SKU-00040,2,693.69,MXN,1387.38,Tienda física
FAC-002537,11/02/2025,CLI-00306,SKU-00031,3,404.16,MXN,1212.48,Tienda física
FAC-001057,2025-04-07,CLI-00336,SKU-00023,2,334.05,MXN,668.1,Tienda física
FAC-002015,28/05/2024,CLI-00481,SKU-00084,2,918.39,MXN,1836.78,Marketplace
FAC-002076,2025-12-03,CLI-00393,SKU-00127,3,690.86,MXN,2072.58,E-commerce
FAC-003477,2025-10-25,CLI-00462,SKU-00041,7,1636.11,MXN,11452.77,Marketplace
FAC-000079,2025-08-04,CLI-00204,SKU-00028,6,598.6,MXN,3591.6,Tienda física
FAC-001102,24/04/2025,CLI-00089,SKU-00025,6,617.07,MXN,3702.42,Marketplace
FAC-003332,2024-08-05,CLI-00252,SKU-00054,4,442.69,MXN,1770.76,E-commerce
FAC-001181,2025-02-02,CLI-00493,SKU-00084,-2,976.2,MXN,2928.6,E-commerce
FAC-002970,2024-07-12,CLI-00377,SKU-00149,3,61.78,MXN,144.79,Marketplace
FAC-003213,31/12/2024,CLI-00040,SKU-00123,7,420.77,MXN,2945.39,Marketplace
FAC-000040,2024-01-06,CLI-00271,SKU-00061,7,417.98,MXN,2925.86,Tienda física
FAC-002187,2024-04-13,CLI-00343,SKU-00121,6,327.48,USD,1964.88,E-commerce
FAC-003225,2025-01-24,CLI-00272,SKU-00042,3,1672.63,MXN,5017.89,Tienda física
FAC-000178,05/31/2025,CLI-00299,SKU-00041,3,1631.14,MXN,4893.42,Tienda física
FAC-000996,2025-08-19,CLI-00228,SKU-00095,2,371.32,MXN,742.64,E-commerce
FAC-003148,2024-11-04,CLI-00392,SKU-00132,6,833.39,MXN,3166.49,E-commerce
FAC-000042,2024-06-21,,SKU-00063,2,289.92,MXN,579.84,Marketplace
FAC-001135,2025-01-01,CLI-00387,SKU-00025,2,588.32,MXN,1176.64,Tienda física
FAC-000164,2025-01-10,CLI-00096,SKU-00150,6,510.54,MXN,3063.24,Marketplace
FAC-000660,2025-05-03,CLI-00226,SKU-00115,3,120.53,MXN,361.59,Tienda física
FAC-001340,2025-03-22,CLI-00065,SKU-00134,2,224.3,MXN,448.6,E-commerce
FAC-001661,10/24/2025,CLI-00129,SKU-00129,3,293.61,MXN,880.83,Tienda física
FAC-000434,02/11/2025,CLI-00473,SKU-00132,5,869.8,USD,4349.0,E-commerce
FAC-002851,2025-03-06,CLI-00453,SKU-00106,3,683.01,MXN,1290.79,Marketplace
FAC-003351,2024-03-03,CLI-00088,SKU-00096,2,1386.98,MXN,2773.96,Tienda física
FAC-000021,15/03/2025,CLI-00062,SKU-00111,4,2017.78,MXN,8071.12,Tienda física
FAC-003237,2025-05-14,CLI-00424,SKU-00116,4,349.91,MXN,1399.64,E-commerce
FAC-001836,2024-10-29,CLI-00049,SKU-00097,4,1876.19,MXN,7504.76,E-commerce
FAC-000955,2025-03-19,CLI-00165,SKU-00093,5,$500.96,MXN,2504.8,Tienda física
FAC-002143,2025-10-08,CLI-00489,SKU-00026,3,1183.57,MXN,3550.71,E-commerce
FAC-002802,2025-12-09,CLI-00089,SKU-00075,3,228.84,MXN,686.52,E-commerce
FAC-002147,2024-11-18,CLI-00018,SKU-00033,1,1147.3,MXN,1147.3,Marketplace
FAC-001639,2024-07-06,CLI-00497,SKU-00035,2,759.98,MXN,771.88,Tienda física
FAC-003130,2025-04-18,CLI-00369,SKU-00122,3,225.23,MXN,675.69,E-commerce
FAC-000477,2025-03-18,CLI-00456,SKU-00065,4,204.97,MXN,819.88,E-commerce
FAC-002345,04/06/2024,CLI-00303,SKU-00152,5,558.69,MXN,,E-commerce
FAC-002698,2025-07-16,CLI-00347,SKU-00003,7,3055.93,USD,21391.51,Teléfono
FAC-002636,2024-09-20,CLI-00182,SKU-00088,1,1298.77,MXN,1298.77,Tienda física
FAC-000987,2025-12-05,CLI-00496,SKU-00122,1,220.1,MXN,220.1,E-commerce
FAC-001760,2024-04-19,CLI-00057,SKU-00135,3,409.31,MXN,1227.93,E-commerce
FAC-001995,12/09/2025,CLI-00435,SKU-00129,6,304.8,MXN,1828.8,Tienda física
FAC-002184,31/12/2025,,SKU-00047,7,1229.42,MXN,8605.94,Tienda física
FAC-002110,2024-11-20,CLI-00299,SKU-00047,1,1299.9,MXN,1299.9,E-commerce
FAC-002367,2025-06-28,CLI-00354,SKU-00134,7,219.98,MXN,1539.86,Marketplace
FAC-000431,2024-08-23,CLI-90356,SKU-00033,3,1227.27,MXN,3681.81,E-commerce
FAC-000878,2025-02-05,CLI-00083,SKU-00118,2,280.1,MXN,560.2,Tienda física
FAC-002203,2024-04-05,CLI-94442,SKU-00124,-3,798.97,MXN,4793.82,E-commerce
FAC-000608,2025-11-09,CLI-00037,SKU-00039,2,1493.71, MXN ,2987.42,Marketplace
FAC-000950,2025-09-13,CLI-00459,SKU-00103,6,2301.7,MXN,13810.2,E-commerce
FAC-003115,2025-06-01,CLI-00436,SKU-00004,5,520.6,MXN,2603.0,E-commerce
FAC-001591,2025-08-24,CLI-00398,SKU-00043,1,762.31,MXN,762.31,Marketplace
FAC-000062,2024-09-26,CLI-00084,SKU-00095,7,384.07,MXN,2688.49,Marketplace
FAC-001883,2024-07-19,CLI-00186,SKU-00146,5,369.97, MXN ,1849.85,E-commerce
FAC-003301,2024-02-25,CLI-00381,SKU-00044,4,1585.98,mxn,6343.92,Tienda física
FAC-001262,2024-01-29,CLI-00502,SKU-00030,1,899.58,MXN,899.58,Tienda física
FAC-003293,06/10/2025,CLI-00020,SKU-00152,6,536.55,MXN,3219.3,Tienda física
FAC-001446,2025-02-15,CLI-00195,SKU-00118,7,273.43,MXN,1347.36,E-commerce
FAC-000377,11/27/2025,CLI-00045,SKU-00030,3,873.17,mxn,2619.51,E-commerce
FAC-002213,2024-02-09,CLI-00488,SKU-00015,6,894.95,USD,5369.7,Marketplace
FAC-001200,2025-05-13,CLI-00278,SKU-00014,1,260.86,USD,260.86,Marketplace
FAC-001110,2025-10-10,CLI-00432,SKU-00099,1,1872.11,MXN,1872.11,Tienda física
FAC-000734,2024-08-26,CLI-00153,SKU-00117,7,783.44,MXN,2958.75,E-commerce
FAC-000740,09/05/2025,CLI-00308,SKU-00117,1,755.82,MXN,,Tienda física
FAC-000037,12/05/2024,CLI-00291,SKU-00034,3,1109.36,MXN,3328.08,Marketplace
FAC-002012,2025-09-12,CLI-00035,SKU-00097,5,1887.58,MXN,9437.9,E-commerce
FAC-001345,2025-04-26,CLI-00192,SKU-00072,1,446.01,MXN,446.01,E-commerce
FAC-000256,2024-09-10,CLI-00101,SKU-00054,4,450.75,MXN,923.13,Tienda física
FAC-001964,2024-03-07,,SKU-00104,7,236.92,USD,1658.44,E-commerce
FAC-001874,2025-12-31,CLI-00111,SKU-00023,2,322.25,MXN,644.5,Marketplace
FAC-002065,2025-12-02,CLI-00195,SKU-00060,7,423.91,MXN,2967.37,Tienda física
FAC-000283,2025-12-14,CLI-00394,SKU-00041,6,"$1,630.25",MXN,9781.5,E-commerce
FAC-000301,2025-06-13,CLI-00236,SKU-00009,3,1296.44,MXN,3889.32,E-commerce
FAC-000907,2024-05-05,CLI-00437,SKU-00123,7,431.24, MXN ,3018.68,E-commerce
FAC-002381,2025-12-01,CLI-00133,SKU-00063,6,308.96,MXN,1853.76,E-commerce
FAC-002248,2025-09-18,CLI-00142,SKU-00060,4,440.58,USD,1762.32,Tienda física
FAC-002148,2024-05-20,CLI-00103,SKU-00044,6,1596.34,MXN,,Marketplace
FAC-000163,2025-08-16,CLI-00455,SKU-00140,4,177.42,MXN,709.68,Tienda física
FAC-003155,11/20/2025,CLI-00107,SKU-00106,2,676.18,USD,1352.36,Marketplace
FAC-001437,2025-08-15,CLI-00445,SKU-00129,4,301.37,MXN,1205.48,Tienda física
FAC-003267,13/11/2025,CLI-00182,SKU-00053,5,722.87,MXN,3614.35,Teléfono
FAC-003248,10/12/2025,CLI-00131,SKU-00022,5,636.23,MXN,3181.15,E-commerce
FAC-003437,2025-01-06,CLI-00331,SKU-00103,3,2365.9,MXN,7097.7,E-commerce
FAC-001808,2024-12-08,CLI-00132,SKU-00137,7,569.62, MXN ,3987.34,E-commerce
FAC-002880,2024-11-10,CLI-00506,SKU-00016,7,665.59,MXN,4659.13,Tienda física
FAC-002886,2025-01-16,CLI-00242,SKU-00124,6,790.63,MXN,4743.78,Tienda física
FAC-001078,2025-11-23,CLI-00347,SKU-00058,1,142.65,MXN,142.65,Marketplace
FAC-001381,11/08/2024,CLI-00136,SKU-00064,7,119.73,MXN,838.11,Tienda física
FAC-002136,2025-07-08,CLI-00463,SKU-00067,4,198.94,MXN,795.76,Tienda física
FAC-000115,2024-03-20,CLI-00445,SKU-00074,1,432.94,MXN,432.94,E-commerce
FAC-001198,2024-09-19,CLI-00250,SKU-00140,6,178.81,MXN,1072.86,Tienda física
FAC-000960,25/05/2025,CLI-00395,SKU-00066,4,456.86,MXN,1827.44,Marketplace
FAC-002250,2024-03-14,,SKU-00058,4,144.34,MXN,577.36,Tienda física
FAC-001336,2025-03-09,CLI-00296,SKU-00053,6,706.26,MXN,,Marketplace
FAC-000830,12/28/2025,CLI-00370,SKU-00036,2,797.23,MXN,1594.46,E-commerce
FAC-002641,2024-09-28,CLI-00092,SKU-00102,4,1469.77,USD,3749.64,Tienda física
FAC-001681,2025-10-23,CLI-00096,SKU-00112,3,191.86,MXN,575.58,Tienda física
FAC-001522,2024-10-26,CLI-00307,SKU-00064,1,126.29,usd,126.29,Tienda física
FAC-002279,04/26/2025,CLI-00340,SKU-00013,5,2599.47,USD,12997.35,Tienda física
FAC-001692,2025-04-05,CLI-00150,SKU-00116,4,340.28,MXN,1361.12,Teléfono
FAC-002509,2024-01-10,CLI-00095,SKU-00097,1,2003.53,MXN,1317.62,Tienda física
FAC-002243,2024-05-02,CLI-00501,SKU-00143,1,44.4,MXN,44.4,Tienda física
FAC-000533,02/06/2024,CLI-00300,SKU-00024,7,964.2,MXN,6749.4,Marketplace
FAC-002258,2024-02-14,CLI-00400,SKU-00048,3,524.7,USD,1574.1,Tienda física
FAC-002789,2024-09-08,CLI-93965,SKU-00025,3,$609.72,MXN,1829.16,E-commerce
FAC-000294,2024-01-08,CLI-00372,SKU-00061,1,441.45,MXN,441.45,Tienda física
FAC-002978,09/10/2024,CLI-00060,SKU-00083,5,177.07,MXN,885.35,Tienda física
FAC-000700,2025-10-10,CLI-00384,SKU-00001,3,1794.14,MXN,5382.42,Marketplace
FAC-000116,2024-11-16,CLI-00318,SKU-00080,3,885.81,USD,2657.43,E-commerce
FAC-003186,2024-04-30,CLI-00490,SKU-00058,2,143.88,MXN,287.76,Tienda física
FAC-002775,07/21/2025,CLI-00506,SKU-00114,5,1926.42,mxn,9632.1,E-commerce
FAC-000552,2024-01-17,CLI-00330,SKU-00070,6,432.5,USD,2595.0,Teléfono
FAC-002052,2024-01-08,CLI-00336,SKU-00112,2,184.8,MXN,369.6,Marketplace
FAC-003462,2025-03-16,CLI-00440,SKU-00104,1,$249.67,mxn,249.67,Tienda física
FAC-001745,19/05/2025,CLI-00152,SKU-00097,1,1883.84,MXN,1883.84,Tienda física
FAC-003341,21/11/2025,CLI-00243,SKU-00046,1,1168.47,USD,1168.47,Tienda física
FAC-000215,2024-11-07,CLI-00075,SKU-00137,3,569.19,MXN,1707.57,E-commerce
FAC-002037,2025-01-02,CLI-00199,SKU-00147,6,290.28,USD,1741.68,Tienda física
FAC-000202,2025-09-10,CLI-00452,SKU-00120,1,694.72,MXN,694.72,E-commerce
FAC-001136,09/07/2024,CLI-00285,SKU-00076,6,52.16,MXN,312.96,Tienda física
FAC-001710,07/29/2024,CLI-00360,SKU-00112,5,194.49,MXN,972.45,Tienda física
FAC-003317,2024-08-01,CLI-00470,SKU-00118,7,272.43,MXN,1907.01,E-commerce
FAC-000678,31/07/2024,CLI-00343,SKU-00136,-4,252.02,MXN,504.04,Tienda física
FAC-003496,2024-09-17,CLI-00322,SKU-00038,4,599.05,MXN,2396.2,Tienda física
FAC-001987,2024-05-28,CLI-00258,SKU-00127,5,735.49,MXN,3677.45,Marketplace
FAC-001038,2024-02-24,CLI-00389,SKU-00089,5,1343.76, MXN ,6718.8,Tienda física
FAC-000248,2024-08-28,CLI-00011,SKU-00092,4,149.12,MXN,596.48,Tienda física
FAC-000730,2024-12-12,CLI-00379,SKU-00050,1,$506.45,MXN,506.45,Tienda física
FAC-003451,2025-04-11,CLI-00395,SKU-00109,7,1667.77,mxn,11674.39,E-commerce
FAC-003160,2025-11-07,CLI-00080,SKU-00102,-4,1556.58,MXN,4669.74,Tienda física
FAC-001508,07/11/2024,CLI-00483,SKU-00065,2,207.38, MXN ,414.76,Marketplace
FAC-001076,2025-01-03,CLI-00082,SKU-00016,3,710.05,MXN,2130.15,Tienda física
FAC-002232,2025-08-08,CLI-00337,SKU-00081,6,498.42,MXN,1617.7,Tienda física
FAC-002083,2025-01-26,CLI-00412,SKU-00081,4,513.31,USD,2053.24,Marketplace
FAC-000639,2025-08-06,CLI-00250,SKU-00075,6,215.03,MXN,1290.18,Marketplace
FAC-002816,2025-02-04,CLI-00184,SKU-00025,6,592.06,mxn,3552.36,Tienda física
FAC-001291,06/19/2024,CLI-00165,SKU-00080,6,866.65,MXN,5199.9,E-commerce
FAC-002365,2025-05-21,CLI-00054,SKU-00015,4,857.41,MXN,3429.64,E-commerce
FAC-001799,27/11/2025,CLI-00395,SKU-00086,2,1367.25,MXN,2734.5,Marketplace
FAC-001470,2025-04-14,CLI-00214,SKU-00019,4,2442.16,MXN,9768.64,Tienda física
FAC-000131,2024-07-22,CLI-00491,SKU-00075,4,231.99,MXN,927.96,Tienda física
FAC-003033,2025-02-16,CLI-00460,SKU-00141,6,553.09,MXN,3318.54,Tienda física
FAC-001542,08/24/2025,CLI-00282,SKU-00096,2,1476.49,MXN,2952.98,E-commerce
FAC-001727,2024-04-08,CLI-00170,SKU-00029,5,505.37,USD,2526.85,Tienda física
FAC-001863,2024-02-08,CLI-00150,SKU-00104,4,240.68,MXN,962.72,Tienda física
FAC-002209,06/02/2024,CLI-00088,SKU-00109,2,1774.43,MXN,3548.86,E-commerce
FAC-001872,2025-08-20,CLI-00430,SKU-00098,5,1277.22,MXN,6386.1,Teléfono
FAC-001851,2024-04-21,CLI-00071,SKU-00061,6,416.02,MXN,2496.12,Tienda física
FAC-000360,2025-03-20,CLI-00313,SKU-00026,7,1110.4,USD,7772.8,E-commerce
FAC-000125,2024-02-02,CLI-00416,SKU-00082,1,996.12,MXN,996.12,E-commerce
FAC-000792,2024-05-27,CLI-00124,SKU-00105,1,1625.22,MXN,1625.22,E-commerce
FAC-000369,2024-07-01,CLI-00415,SKU-00050,7,528.79,MXN,3701.53,Marketplace
FAC-000207,2024-05-15,CLI-00099,SKU-00061,6,416.38, MXN ,2498.28,Tienda física
FAC-000468,17/05/2025,CLI-00010,SKU-00035,4,746.09,MXN,2984.36,E-commerce
FAC-003480,2024-05-29,CLI-00385,SKU-00106,7,686.05,MXN,4802.35,Marketplace
FAC-000981,02/06/2025,CLI-00215,SKU-00028,1,583.08,MXN,583.08,E-commerce
FAC-002923,04/24/2024,CLI-00468,SKU-00078,6,886.27,USD,5317.62,Tienda física
FAC-002109,20/08/2024,CLI-00401,SKU-00122,7,216.24,USD,1513.68,E-commerce
FAC-002315,12/23/2024,CLI-00030,SKU-00053,3,708.66,MXN,2125.98,Marketplace
FAC-002797,2024-03-25,CLI-00439,SKU-00016,5,686.65,MXN,3433.25,Tienda física
FAC-001144,2024-05-03,CLI-00065,SKU-00002,6,2943.79,MXN,17662.74,E-commerce
