ticket_id,cliente_id,fecha_apertura,fecha_cierre,categoria
TCK-01257,CLI-00365,2026-03-23,2026-03-27,Acceso
TCK-01258,CLI-00446,2026-03-23,2026-03-24,Consulta
TCK-01259,CLI-00157,2026-03-24,2026-03-28,Bug
TCK-01260,CLI-00211,2026-03-24,2026-03-28,Acceso
TCK-01261,CLI-00399,2026-03-24,2026-03-31,Facturación
TCK-01262,CLI-00046,2026-03-25,2026-03-29,Rendimiento
TCK-01263,CLI-00117,2026-03-25,2026-03-27,Facturación
TCK-01264,CLI-00238,2026-03-25,2026-03-25,Facturación
TCK-01265,CLI-00398,2026-03-25,2026-03-28,Facturación
TCK-01266,CLI-00460,2026-03-25,2026-03-28,Bug
TCK-01267,CLI-00396,2026-03-26,2026-04-01,Acceso
TCK-01268,CLI-00509,2026-03-26,2026-03-27,Acceso
TCK-01269,CLI-00047,2026-03-28,2026-04-03,Consulta
TCK-01270,CLI-00108,2026-03-28,2026-03-31,Consulta
TCK-01271,CLI-00339,2026-03-28,2026-04-02,Consulta
TCK-01272,CLI-00226,2026-04-01,2026-04-08,Bug
TCK-01273,CLI-00315,2026-04-01,2026-04-02,Acceso
TCK-01274,CLI-00173,2026-04-02,2026-04-02,Acceso
TCK-01275,CLI-00315,2026-04-02,2026-04-07,Bug
TCK-01276,CLI-00379,2026-04-02,2026-04-03,Acceso
TCK-01277,CLI-00163,2026-04-03,2026-04-08,Acceso
TCK-01278,CLI-00035,2026-04-04,2026-04-09,Consulta
TCK-01279,CLI-00070,2026-04-05,2026-04-11,Consulta
TCK-01280,CLI-00131,2026-04-05,2026-04-09,Consulta
TCK-01281,CLI-00340,2026-04-06,2026-04-13,Facturación
TCK-01282,CLI-00437,2026-04-07,2026-04-09,Facturación
TCK-01283,CLI-00055,2026-04-09,2026-04-09,Acceso
TCK-01284,CLI-00084,2026-04-09,2026-04-13,Bug
TCK-01285,CLI-00424,2026-04-09,2026-04-14,Acceso
TCK-01286,CLI-00047,2026-04-10,2026-04-11,Consulta
TCK-01287,CLI-00448,2026-04-10,2026-04-17,Acceso
TCK-01288,CLI-00131,2026-04-11,2026-04-18,Bug
TCK-01289,CLI-00150,2026-04-11,2026-04-13,Facturación
TCK-01290,CLI-00453,2026-04-11,2026-04-15,Rendimiento
TCK-01291,CLI-00039,2026-04-12,2026-04-17,Bug
TCK-01292,CLI-00150,2026-04-12,2026-04-18,Rendimiento
TCK-01293,CLI-00306,2026-04-12,2026-04-12,Bug
TCK-01294,CLI-00437,2026-04-12,2026-04-14,Bug
TCK-01295,CLI-00281,2026-04-14,2026-04-18,Rendimiento
TCK-01296,CLI-00410,2026-04-15,2026-04-16,Facturación
TCK-01297,CLI-00080,2026-04-16,2026-04-20,Consulta
TCK-01298,CLI-00163,2026-04-16,2026-04-17,Acceso
TCK-01299,CLI-00170,2026-04-16,2026-04-22,Rendimiento
TCK-01300,CLI-00175,2026-04-16,2026-04-23,Facturación
TCK-01301,CLI-00281,2026-04-16,2026-04-23,Rendimiento
TCK-01302,CLI-00315,2026-04-16,2026-04-16,Bug
TCK-01303,CLI-00384,2026-04-16,2026-04-20,Rendimiento
TCK-01304,CLI-00142,2026-04-17,2026-04-21,Acceso
TCK-01305,CLI-00415,2026-04-17,2026-04-19,Consulta
TCK-01306,CLI-00443,2026-04-17,2026-04-20,Facturación
TCK-01307,CLI-00384,2026-04-18,2026-04-21,Bug
TCK-01308,CLI-00043,2026-04-19,2026-04-25,Bug
TCK-01309,CLI-00437,2026-04-19,2026-04-19,Bug
TCK-01310,CLI-00047,2026-04-20,2026-04-20,Rendimiento
TCK-01311,CLI-00054,2026-04-20,2026-04-26,Consulta
TCK-01312,CLI-00410,2026-04-20,2026-04-22,Acceso
TCK-01313,CLI-00410,2026-04-20,2026-04-22,Acceso
TCK-01314,CLI-00170,2026-04-21,2026-04-24,Acceso
TCK-01315,CLI-00281,2026-04-21,2026-04-27,Bug
TCK-01316,CLI-00424,2026-04-21,2026-04-21,Consulta
TCK-01317,CLI-00191,2026-04-22,2026-04-26,Rendimiento
TCK-01318,CLI-00265,2026-04-22,2026-04-24,Consulta
TCK-01319,CLI-00359,2026-04-22,2026-04-22,Facturación
TCK-01320,CLI-00379,2026-04-22,2026-04-25,Bug
TCK-01321,CLI-00428,2026-04-22,2026-04-25,Bug
TCK-01322,CLI-00443,2026-04-22,2026-04-22,Facturación
TCK-01323,CLI-00144,2026-04-24,2026-04-27,Facturación
TCK-01324,CLI-00425,2026-04-24,2026-04-30,Acceso
TCK-01325,CLI-00453,2026-04-24,2026-04-28,Facturación
TCK-01326,CLI-00097,2026-04-25,2026-05-02,Facturación
TCK-01327,CLI-00164,2026-04-25,2026-05-01,Consulta
TCK-01328,CLI-00398,2026-04-26,2026-04-27,Consulta
TCK-01329,CLI-00027,2026-04-27,2026-04-29,Bug
TCK-01330,CLI-00161,2026-04-27,2026-05-02,Facturación
TCK-01331,CLI-00428,2026-04-27,2026-05-01,Facturación
TCK-01332,CLI-00250,2026-05-01,2026-05-03,Rendimiento
TCK-01333,CLI-00431,2026-05-01,2026-05-02,Facturación
TCK-01334,CLI-00059,2026-05-02,2026-05-05,Acceso
TCK-01335,CLI-00023,2026-05-05,2026-05-11,Rendimiento
TCK-01336,CLI-00039,2026-05-05,2026-05-10,Consulta
TCK-01337,CLI-00104,2026-05-05,2026-05-12,Consulta
TCK-01338,CLI-00468,2026-05-05,2026-05-09,Consulta
TCK-01339,CLI-00501,2026-05-05,2026-05-05,Consulta
TCK-01340,CLI-00073,2026-05-06,2026-05-06,Facturación
TCK-01341,CLI-00206,2026-05-07,2026-05-13,Rendimiento
TCK-01342,CLI-00257,2026-05-07,2026-05-12,Facturación
TCK-01343,CLI-00425,2026-05-07,2026-05-10,Acceso
TCK-01344,CLI-00437,2026-05-07,2026-05-13,Acceso
TCK-01345,CLI-00096,2026-05-08,2026-05-09,Bug
TCK-01346,CLI-00340,2026-05-10,2026-05-10,Rendimiento
TCK-01347,CLI-00501,2026-05-10,2026-05-16,Bug
TCK-01348,CLI-00425,2026-05-11,2026-05-17,Consulta
TCK-01349,CLI-00358,2026-05-12,2026-05-14,Consulta
TCK-01350,CLI-00084,2026-05-14,2026-05-14,Bug
TCK-01351,CLI-00315,2026-05-14,2026-05-14,Facturación
TCK-01352,CLI-00354,2026-05-14,2026-05-15,Facturación
TCK-01353,CLI-00226,2026-05-15,2026-05-18,Rendimiento
TCK-01354,CLI-00070,2026-05-17,2026-05-24,Acceso
TCK-01355,CLI-00503,2026-05-17,2026-05-24,Rendimiento
TCK-01356,CLI-00505,2026-05-17,2026-05-24,Rendimiento
TCK-01357,CLI-00070,2026-05-18,2026-05-22,Facturación
TCK-01358,CLI-00043,2026-05-19,2026-05-25,Acceso
TCK-01359,CLI-00163,2026-05-19,2026-05-26,Consulta
TCK-01360,CLI-00218,2026-05-19,2026-05-25,Rendimiento
TCK-01361,CLI-00006,2026-05-20,2026-05-21,Consulta
TCK-01362,CLI-00043,2026-05-20,2026-05-23,Rendimiento
TCK-01363,CLI-00398,2026-05-20,2026-05-22,Facturación
TCK-01364,CLI-00250,2026-05-21,2026-05-26,Rendimiento
TCK-01365,CLI-00433,2026-05-21,2026-05-26,Facturación
TCK-01366,CLI-00043,2026-05-22,2026-05-29,Facturación
TCK-01367,CLI-00023,2026-05-23,2026-05-30,Bug
TCK-01368,CLI-00039,2026-05-23,2026-05-30,Bug
TCK-01369,CLI-00228,2026-05-23,2026-05-24,Consulta
TCK-01370,CLI-00257,2026-05-23,2026-05-23,Rendimiento
TCK-01371,CLI-00501,2026-05-23,2026-05-25,Acceso
TCK-01372,CLI-00055,2026-05-24,2026-05-29,Consulta
TCK-01373,CLI-00131,2026-05-24,2026-05-30,Bug
TCK-01374,CLI-00241,2026-05-24,2026-05-29,Acceso
TCK-01375,CLI-00289,2026-05-24,2026-05-30,Acceso
TCK-01376,CLI-00023,2026-05-26,2026-05-29,Consulta
TCK-01377,CLI-00139,2026-05-26,2026-05-30,Facturación
TCK-01378,CLI-00250,2026-05-26,2026-06-01,Facturación
TCK-01379,CLI-00460,2026-05-26,2026-06-01,Facturación
TCK-01380,CLI-00415,2026-05-27,2026-06-02,Acceso
TCK-01381,CLI-00139,2026-05-28,2026-05-30,Facturación
TCK-01382,CLI-00272,2026-05-28,2026-05-28,Facturación
TCK-01383,CLI-00027,2026-06-01,2026-06-02,Bug
TCK-01384,CLI-00492,2026-06-01,2026-06-05,Facturación
TCK-01385,CLI-00060,2026-06-02,2026-06-08,Consulta
TCK-01386,CLI-00394,2026-06-02,2026-06-08,Facturación
TCK-01387,CLI-00084,2026-06-03,2026-06-10,Consulta
TCK-01388,CLI-00191,2026-06-04,2026-06-10,Rendimiento
TCK-01389,CLI-00226,2026-06-04,2026-06-09,Bug
TCK-01390,CLI-00431,2026-06-04,2026-06-10,Consulta
TCK-01391,CLI-00488,2026-06-05,2026-06-08,Facturación
TCK-01392,CLI-00145,2026-06-06,2026-06-07,Facturación
TCK-01393,CLI-00153,2026-06-06,2026-06-12,Consulta
TCK-01394,CLI-00290,2026-06-06,2026-06-09,Consulta
TCK-01395,CLI-00290,2026-06-06,2026-06-10,Consulta
TCK-01396,CLI-00367,2026-06-06,2026-06-13,Facturación
TCK-01397,CLI-00203,2026-06-07,2026-06-13,Bug
TCK-01398,CLI-00271,2026-06-07,2026-06-08,Rendimiento
TCK-01399,CLI-00172,2026-06-08,2026-06-14,Bug
TCK-01400,CLI-00367,2026-06-08,2026-06-09,Facturación
TCK-01401,CLI-00437,2026-06-08,2026-06-09,Consulta
TCK-01402,CLI-00104,2026-06-09,2026-06-14,Bug
TCK-01403,CLI-00045,2026-06-10,2026-06-11,Rendimiento
TCK-01404,CLI-00414,2026-06-10,2026-06-16,Acceso
TCK-01405,CLI-00431,2026-06-10,2026-06-11,Facturación
TCK-01406,CLI-00488,2026-06-10,2026-06-15,Acceso
TCK-01407,CLI-00004,2026-06-11,2026-06-13,Facturación
TCK-01408,CLI-00051,2026-06-11,2026-06-16,Bug
TCK-01409,CLI-00066,2026-06-11,2026-06-12,Rendimiento
TCK-01410,CLI-00088,2026-06-11,2026-06-14,Facturación
TCK-01411,CLI-00153,2026-06-11,2026-06-14,Consulta
TCK-01412,CLI-00333,2026-06-11,2026-06-18,Consulta
TCK-01413,CLI-00384,2026-06-12,2026-06-12,Consulta
TCK-01414,CLI-00039,2026-06-13,2026-06-20,Acceso
TCK-01415,CLI-00123,2026-06-14,2026-06-15,Bug
TCK-01416,CLI-00123,2026-06-14,2026-06-20,Consulta
TCK-01417,CLI-00144,2026-06-14,2026-06-16,Facturación
TCK-01418,CLI-00256,2026-06-14,2026-06-19,Bug
TCK-01419,CLI-00290,2026-06-14,2026-06-19,Bug
TCK-01420,CLI-00394,2026-06-14,2026-06-18,Bug
TCK-01421,CLI-00151,2026-06-15,2026-06-21,Acceso
TCK-01422,CLI-00367,2026-06-15,2026-06-20,Rendimiento
TCK-01423,CLI-00496,2026-06-15,2026-06-16,Rendimiento
TCK-01424,CLI-00148,2026-06-16,2026-06-22,Consulta
TCK-01425,CLI-00170,2026-06-17,2026-06-21,Consulta
TCK-01426,CLI-00503,2026-06-17,2026-06-24,Rendimiento
TCK-01427,CLI-00179,2026-06-18,2026-06-21,Consulta
TCK-01428,CLI-00381,2026-06-18,2026-06-23,Facturación
TCK-01429,CLI-00384,2026-06-18,2026-06-19,Rendimiento
TCK-01430,CLI-00394,2026-06-18,2026-06-25,Acceso
TCK-01431,CLI-00077,2026-06-19,2026-06-23,Bug
TCK-01432,CLI-00228,2026-06-19,2026-06-24,Rendimiento
TCK-01433,CLI-00226,2026-06-20,2026-06-26,Acceso
TCK-01434,CLI-00247,2026-06-20,2026-06-23,Rendimiento
TCK-01435,CLI-00039,2026-06-21,2026-06-24,Facturación
TCK-01436,CLI-00088,2026-06-21,2026-06-25,Acceso
TCK-01437,CLI-00163,2026-06-21,2026-06-24,Bug
TCK-01438,CLI-00505,2026-06-21,2026-06-27,Acceso
TCK-01439,CLI-00088,2026-06-22,2026-06-22,Consulta
TCK-01440,CLI-00189,2026-06-22,2026-06-25,Acceso
TCK-01441,CLI-00228,2026-06-22,2026-06-22,Bug
TCK-01442,CLI-00435,2026-06-22,2026-06-22,Consulta
TCK-01443,CLI-00503,2026-06-22,2026-06-29,Bug
TCK-01444,CLI-00027,2026-06-23,2026-06-26,Rendimiento
TCK-01445,CLI-00029,2026-06-23,2026-06-30,Consulta
TCK-01446,CLI-00115,2026-06-24,2026-06-30,Facturación
TCK-01447,CLI-00115,2026-06-24,2026-06-26,Bug
TCK-01448,CLI-00289,2026-06-24,2026-06-29,Consulta
TCK-01449,CLI-00437,2026-06-24,2026-06-30,Bug
TCK-01450,CLI-00458,2026-06-24,2026-06-30,Rendimiento
TCK-01451,CLI-00153,2026-06-25,2026-06-25,Bug
TCK-01452,CLI-00226,2026-06-25,2026-06-27,Acceso
TCK-01453,CLI-00172,2026-06-26,2026-06-26,Rendimiento
TCK-01454,CLI-00060,2026-06-28,2026-07-01,Bug
TCK-01455,CLI-00106,2026-06-28,2026-07-02,Acceso
TCK-01456,CLI-00492,2026-06-28,2026-06-29,Facturación
TCK-01457,CLI-00496,2026-06-28,2026-06-30,Consulta
TCK-01458,CLI-00496,2026-06-28,2026-07-05,Rendimiento
TCK-01459,CLI-00290,2026-07-01,2026-07-05,Acceso
TCK-01460,CLI-00347,2026-07-01,2026-07-02,Rendimiento
TCK-01461,CLI-00148,2026-07-02,2026-07-04,Bug
TCK-01462,CLI-00175,2026-07-02,2026-07-06,Bug
TCK-01463,CLI-00179,2026-07-02,2026-07-06,Acceso
TCK-01464,CLI-00411,2026-07-02,2026-07-09,Consulta
TCK-01465,CLI-00128,2026-07-03,2026-07-10,Consulta
TCK-01466,CLI-00211,2026-07-03,2026-07-05,Consulta
TCK-01467,CLI-00225,2026-07-03,2026-07-03,Bug
TCK-01468,CLI-00034,2026-07-04,2026-07-09,Acceso
TCK-01469,CLI-00151,2026-07-04,2026-07-11,Facturación
TCK-01470,CLI-00228,2026-07-04,2026-07-05,Bug
TCK-01471,CLI-00041,2026-07-05,2026-07-12,Acceso
TCK-01472,CLI-00290,2026-07-05,2026-07-05,Facturación
TCK-01473,CLI-00341,2026-07-05,2026-07-09,Facturación
TCK-01474,CLI-00433,2026-07-05,2026-07-11,Bug
TCK-01475,CLI-00052,2026-07-06,2026-07-11,Consulta
TCK-01476,CLI-00115,2026-07-08,2026-07-09,Acceso
TCK-01477,CLI-00130,2026-07-08,2026-07-11,Rendimiento
TCK-01478,CLI-00341,2026-07-08,2026-07-13,Acceso
TCK-01479,CLI-00106,2026-07-09,2026-07-13,Acceso
TCK-01480,CLI-00238,2026-07-09,2026-07-13,Rendimiento
TCK-01481,CLI-00200,2026-07-10,2026-07-16,Acceso
TCK-01482,CLI-00433,2026-07-10,2026-07-15,Rendimiento
TCK-01483,CLI-00148,2026-07-11,2026-07-16,Acceso
TCK-01484,CLI-00404,2026-07-11,2026-07-16,Consulta
TCK-01485,CLI-00034,2026-07-12,2026-07-18,Consulta
TCK-01486,CLI-00195,2026-07-12,2026-07-15,Bug
TCK-01487,CLI-00228,2026-07-12,2026-07-19,Bug
TCK-01488,CLI-00145,2026-07-13,2026-07-13,Rendimiento
TCK-01489,CLI-00325,2026-07-13,2026-07-13,Acceso
TCK-01490,CLI-00416,2026-07-13,2026-07-19,Consulta
TCK-01491,CLI-00108,2026-07-14,2026-07-17,Facturación
TCK-01492,CLI-00151,2026-07-14,2026-07-19,Acceso
TCK-01493,CLI-00279,2026-07-14,2026-07-15,Facturación
TCK-01494,CLI-00034,2026-07-15,2026-07-16,Bug
TCK-01495,CLI-00151,2026-07-15,2026-07-18,Facturación
TCK-01496,CLI-00272,2026-07-15,2026-07-18,Facturación
TCK-01497,CLI-00384,2026-07-15,2026-07-18,Bug
TCK-01498,CLI-00117,2026-07-16,2026-07-17,Bug
TCK-01499,CLI-00043,2026-07-17,2026-07-24,Consulta
TCK-01500,CLI-00145,2026-07-17,2026-07-19,Rendimiento
TCK-01501,CLI-00416,2026-07-17,2026-07-24,Rendimiento
TCK-01502,CLI-00275,2026-07-18,2026-07-21,Rendimiento
TCK-01503,CLI-00404,2026-07-19,2026-07-25,Consulta
TCK-01504,CLI-00410,2026-07-19,2026-07-22,Consulta
TCK-01505,CLI-00130,2026-07-20,2026-07-24,Rendimiento
TCK-01506,CLI-00435,2026-07-20,2026-07-26,Acceso
TCK-01507,CLI-00148,2026-07-21,2026-07-27,Consulta
TCK-01508,CLI-00443,2026-07-21,2026-07-28,Facturación
TCK-01509,CLI-00475,2026-07-21,2026-07-26,Consulta
TCK-01510,CLI-00043,2026-07-22,2026-07-28,Acceso
TCK-01511,CLI-00051,2026-07-22,2026-07-23,Rendimiento
TCK-01512,CLI-00066,2026-07-22,2026-07-24,Rendimiento
TCK-01513,CLI-00411,2026-07-22,2026-07-29,Bug
TCK-01514,CLI-00027,2026-07-23,2026-07-26,Facturación
TCK-01515,CLI-00204,2026-07-23,2026-07-28,Rendimiento
TCK-01516,CLI-00279,2026-07-23,2026-07-30,Acceso
TCK-01517,CLI-00325,2026-07-23,2026-07-24,Acceso
TCK-01518,CLI-00341,2026-07-23,2026-07-28,Consulta
TCK-01519,CLI-00468,2026-07-23,2026-07-24,Facturación
TCK-01520,CLI-00139,2026-07-24,2026-07-25,Rendimiento
TCK-01521,CLI-00228,2026-07-24,2026-07-27,Acceso
TCK-01522,CLI-00265,2026-07-24,2026-07-29,Rendimiento
TCK-01523,CLI-00108,2026-07-25,2026-07-30,Bug
TCK-01524,CLI-00317,2026-07-27,2026-07-27,Consulta
TCK-01525,CLI-00128,2026-07-28,2026-08-04,Bug
TCK-01526,CLI-00130,2026-07-28,2026-07-28,Rendimiento
TCK-01527,CLI-00275,2026-07-28,2026-08-03,Consulta
TCK-01528,CLI-00393,2026-07-28,2026-08-03,Rendimiento
TCK-01529,CLI-00492,2026-07-28,2026-08-01,Bug
TCK-01530,CLI-00505,2026-07-28,2026-08-01,Acceso
TCK-01531,CLI-00211,2026-08-01,2026-08-03,Bug
TCK-01532,CLI-00399,2026-08-01,2026-08-06,Consulta
TCK-01533,CLI-00041,2026-08-02,2026-08-07,Acceso
TCK-01534,CLI-00437,2026-08-02,2026-08-08,Consulta
TCK-01535,CLI-00468,2026-08-02,2026-08-09,Consulta
TCK-01536,CLI-00256,2026-08-03,2026-08-04,Consulta
TCK-01537,CLI-00505,2026-08-03,2026-08-08,Acceso
TCK-01538,CLI-00241,2026-08-05,2026-08-12,Acceso
TCK-01539,CLI-00046,2026-08-07,2026-08-13,Bug
TCK-01540,CLI-00173,2026-08-07,2026-08-14,Facturación
TCK-01541,CLI-00164,2026-08-08,2026-08-13,Bug
TCK-01542,CLI-00369,2026-08-08,2026-08-08,Facturación
TCK-01543,CLI-00195,2026-08-09,2026-08-14,Bug
TCK-01544,CLI-00235,2026-08-09,2026-08-09,Acceso
TCK-01545,CLI-00265,2026-08-09,2026-08-10,Bug
TCK-01546,CLI-00333,2026-08-09,2026-08-12,Facturación
TCK-01547,CLI-00485,2026-08-10,2026-08-17,Rendimiento
TCK-01548,CLI-00250,2026-08-11,2026-08-12,Consulta
TCK-01549,CLI-00376,2026-08-11,2026-08-16,Consulta
TCK-01550,CLI-00460,2026-08-11,2026-08-18,Facturación
TCK-01551,CLI-00265,2026-08-12,2026-08-16,Consulta
TCK-01552,CLI-00059,2026-08-13,2026-08-18,Rendimiento
TCK-01553,CLI-00203,2026-08-13,2026-08-16,Acceso
TCK-01554,CLI-00345,2026-08-13,2026-08-18,Rendimiento
TCK-01555,CLI-00035,2026-08-14,2026-08-19,Bug
TCK-01556,CLI-00275,2026-08-14,2026-08-19,Acceso
TCK-01557,CLI-00035,2026-08-15,2026-08-22,Acceso
TCK-01558,CLI-00218,2026-08-15,2026-08-15,Acceso
TCK-01559,CLI-00240,2026-08-15,2026-08-18,Facturación
TCK-01560,CLI-00350,2026-08-15,2026-08-20,Rendimiento
TCK-01561,CLI-00060,2026-08-16,2026-08-22,Facturación
TCK-01562,CLI-00404,2026-08-16,2026-08-16,Facturación
TCK-01563,CLI-00381,2026-08-17,2026-08-24,Rendimiento
TCK-01564,CLI-00457,2026-08-17,2026-08-22,Acceso
TCK-01565,CLI-00484,2026-08-17,2026-08-24,Facturación
TCK-01566,CLI-00452,2026-08-18,2026-08-23,Acceso
TCK-01567,CLI-00170,2026-08-19,2026-08-24,Acceso
TCK-01568,CLI-00206,2026-08-19,2026-08-22,Consulta
TCK-01569,CLI-00235,2026-08-19,2026-08-22,Bug
TCK-01570,CLI-00428,2026-08-19,2026-08-26,Bug
TCK-01571,CLI-00003,2026-08-20,2026-08-20,Consulta
TCK-01572,CLI-00250,2026-08-20,2026-08-22,Facturación
TCK-01573,CLI-00404,2026-08-20,2026-08-22,Rendimiento
TCK-01574,CLI-00247,2026-08-21,2026-08-21,Rendimiento
TCK-01575,CLI-00455,2026-08-21,2026-08-27,Acceso
TCK-01576,CLI-00211,2026-08-22,2026-08-27,Facturación
TCK-01577,CLI-00211,2026-08-22,2026-08-22,Acceso
TCK-01578,CLI-00060,2026-08-23,2026-08-29,Consulta
TCK-01579,CLI-00104,2026-08-23,2026-08-24,Acceso
TCK-01580,CLI-00179,2026-08-23,2026-08-23,Bug
TCK-01581,CLI-00164,2026-08-24,2026-08-31,Facturación
TCK-01582,CLI-00195,2026-08-24,2026-08-30,Acceso
TCK-01583,CLI-00344,2026-08-24,2026-08-29,Rendimiento
TCK-01584,CLI-00488,2026-08-24,2026-08-29,Consulta
TCK-01585,CLI-00142,2026-08-25,2026-08-29,Acceso
TCK-01586,CLI-00501,2026-08-25,2026-08-25,Acceso
TCK-01587,CLI-00503,2026-08-25,2026-08-28,Acceso
TCK-01588,CLI-00344,2026-08-26,2026-09-02,Facturación
TCK-01589,CLI-00164,2026-08-27,2026-09-01,Acceso
TCK-01590,CLI-00170,2026-08-27,2026-08-28,Acceso
TCK-01591,CLI-00235,2026-08-27,2026-08-29,Bug
TCK-01592,CLI-00333,2026-08-27,2026-08-31,Bug
TCK-01593,CLI-00376,2026-08-27,2026-08-29,Facturación
TCK-01594,CLI-00084,2026-08-28,2026-09-02,Consulta
TCK-01595,CLI-00248,2026-08-28,2026-08-31,Bug
TCK-01596,CLI-00250,2026-08-28,2026-08-30,Facturación
