canal,fecha,gasto_mxn
Google Ads,2026-06-01,764.65
Meta Ads,2026-06-01,813.74
Referidos,2026-06-01,264.52
Email,2026-06-02,150.76
Eventos,2026-06-02,428.81
Google Ads,2026-06-02,726.79
Meta Ads,2026-06-02,643.79
Referidos,2026-06-02,269.63
Email,2026-06-03,122.12
Eventos,2026-06-03,451.60
Google Ads,2026-06-03,811.84
Meta Ads,2026-06-03,718.79
Referidos,2026-06-03,245.23
Email,2026-06-04,146.56
Eventos,2026-06-04,414.90
Google Ads,2026-06-04,804.09
Meta Ads,2026-06-04,814.03
Referidos,2026-06-04,251.05
Email,2026-06-05,133.98
Eventos,2026-06-05,376.29
Google Ads,2026-06-05,846.52
Meta Ads,2026-06-05,702.02
Referidos,2026-06-05,248.20
Email,2026-06-06,109.66
Eventos,2026-06-06,248.75
Google Ads,2026-06-06,652.36
Meta Ads,2026-06-06,440.94
Referidos,2026-06-06,204.07
Email,2026-06-07,116.77
Eventos,2026-06-07,242.68
Google Ads,2026-06-07,750.08
Meta Ads,2026-06-07,458.69
Referidos,2026-06-07,180.88
Email,2026-06-08,120.76
Eventos,2026-06-08,400.65
Google Ads,2026-06-08,1040.33
Meta Ads,2026-06-08,728.46
Referidos,2026-06-08,269.62
Email,2026-06-09,165.39
Eventos,2026-06-09,422.08
Google Ads,2026-06-09,994.35
Meta Ads,2026-06-09,566.39
Referidos,2026-06-09,225.97
Email,2026-06-10,152.12
Eventos,2026-06-10,398.63
Google Ads,2026-06-10,1012.06
Meta Ads,2026-06-10,662.29
Referidos,2026-06-10,289.72
Email,2026-06-11,170.99
Eventos,2026-06-11,415.76
Google Ads,2026-06-11,1040.48
Meta Ads,2026-06-11,751.17
Referidos,2026-06-11,258.14
Email,2026-06-12,152.37
Eventos,2026-06-12,385.00
Google Ads,2026-06-12,888.02
Meta Ads,2026-06-12,812.31
Referidos,2026-06-12,257.84
Email,2026-06-13,110.43
Eventos,2026-06-13,248.46
Google Ads,2026-06-13,663.93
Meta Ads,2026-06-13,445.48
Referidos,2026-06-13,213.93
Email,2026-06-14,91.70
Eventos,2026-06-14,282.51
Google Ads,2026-06-14,622.10
Meta Ads,2026-06-14,529.98
Referidos,2026-06-14,168.03
Email,2026-06-15,143.89
Eventos,2026-06-15,435.58
Google Ads,2026-06-15,805.46
Meta Ads,2026-06-15,706.25
Referidos,2026-06-15,298.80
Email,2026-06-16,150.75
Eventos,2026-06-16,390.89
Google Ads,2026-06-16,792.15
Meta Ads,2026-06-16,776.54
Referidos,2026-06-16,272.70
Email,2026-06-17,140.47
Eventos,2026-06-17,425.29
Google Ads,2026-06-17,824.85
Meta Ads,2026-06-17,768.77
Referidos,2026-06-17,268.74
Email,2026-06-18,161.92
Eventos,2026-06-18,341.85
Google Ads,2026-06-18,732.24
Meta Ads,2026-06-18,666.76
Referidos,2026-06-18,259.17
Email,2026-06-19,158.13
Eventos,2026-06-19,424.92
Google Ads,2026-06-19,1017.44
Meta Ads,2026-06-19,690.97
Referidos,2026-06-19,249.11
Email,2026-06-20,103.71
Eventos,2026-06-20,263.87
Google Ads,2026-06-20,601.62
Meta Ads,2026-06-20,494.20
Referidos,2026-06-20,167.58
Email,2026-06-21,111.23
Eventos,2026-06-21,278.34
Google Ads,2026-06-21,541.33
Meta Ads,2026-06-21,511.62
Referidos,2026-06-21,174.79
Email,2026-06-22,173.74
Eventos,2026-06-22,429.62
Google Ads,2026-06-22,836.20
Meta Ads,2026-06-22,714.94
Referidos,2026-06-22,214.58
Email,2026-06-23,130.01
Eventos,2026-06-23,473.98
Google Ads,2026-06-23,800.59
Meta Ads,2026-06-23,726.63
Referidos,2026-06-23,225.16
Email,2026-06-24,173.50
Eventos,2026-06-24,399.08
Google Ads,2026-06-24,862.97
Meta Ads,2026-06-24,647.31
Referidos,2026-06-24,280.88
Email,2026-06-25,158.90
Eventos,2026-06-25,336.67
Google Ads,2026-06-25,816.03
Meta Ads,2026-06-25,771.47
Referidos,2026-06-25,291.31
Email,2026-06-26,125.19
Eventos,2026-06-26,393.40
Google Ads,2026-06-26,759.55
Meta Ads,2026-06-26,812.76
Referidos,2026-06-26,242.55
Email,2026-06-27,122.42
Eventos,2026-06-27,285.03
Google Ads,2026-06-27,601.81
Meta Ads,2026-06-27,406.17
Referidos,2026-06-27,182.38
Email,2026-06-28,96.65
Eventos,2026-06-28,256.97
Google Ads,2026-06-28,712.07
Meta Ads,2026-06-28,406.08
Referidos,2026-06-28,167.09
Email,2026-06-29,137.70
Eventos,2026-06-29,414.98
Google Ads,2026-06-29,1045.90
Meta Ads,2026-06-29,589.27
Referidos,2026-06-29,211.05
Email,2026-06-30,135.90
Eventos,2026-06-30,450.25
Google Ads,2026-06-30,954.64
Meta Ads,2026-06-30,590.42
Referidos,2026-06-30,290.02
Email,2026-07-01,157.93
Eventos,2026-07-01,360.99
Google Ads,2026-07-01,803.08
Meta Ads,2026-07-01,837.68
Referidos,2026-07-01,276.51
Email,2026-07-02,140.54
Eventos,2026-07-02,425.39
Google Ads,2026-07-02,964.71
Meta Ads,2026-07-02,798.69
Referidos,2026-07-02,308.90
Email,2026-07-03,132.89
Eventos,2026-07-03,451.74
Google Ads,2026-07-03,993.26
Meta Ads,2026-07-03,737.78
Referidos,2026-07-03,285.83
Email,2026-07-04,92.89
Eventos,2026-07-04,261.79
Google Ads,2026-07-04,615.93
Meta Ads,2026-07-04,534.82
Referidos,2026-07-04,192.94
Email,2026-07-05,120.40
Eventos,2026-07-05,305.01
Google Ads,2026-07-05,691.10
Meta Ads,2026-07-05,499.62
Referidos,2026-07-05,156.67
Email,2026-07-06,178.89
Eventos,2026-07-06,360.98
Google Ads,2026-07-06,726.95
Meta Ads,2026-07-06,656.46
Referidos,2026-07-06,230.96
Email,2026-07-07,125.06
Eventos,2026-07-07,415.52
Google Ads,2026-07-07,725.94
Meta Ads,2026-07-07,680.11
Referidos,2026-07-07,262.19
Email,2026-07-08,141.36
Eventos,2026-07-08,346.76
Google Ads,2026-07-08,822.25
Meta Ads,2026-07-08,749.19
Referidos,2026-07-08,238.04
Email,2026-07-09,148.54
Eventos,2026-07-09,419.80
Google Ads,2026-07-09,811.45
Meta Ads,2026-07-09,610.34
Referidos,2026-07-09,301.53
Email,2026-07-10,123.89
Eventos,2026-07-10,460.46
Google Ads,2026-07-10,1073.62
Meta Ads,2026-07-10,595.27
Referidos,2026-07-10,231.14
Email,2026-07-11,97.96
Eventos,2026-07-11,312.01
Google Ads,2026-07-11,610.54
Meta Ads,2026-07-11,403.34
Referidos,2026-07-11,206.63
Email,2026-07-12,107.97
Eventos,2026-07-12,242.73
Google Ads,2026-07-12,643.30
Meta Ads,2026-07-12,489.96
Referidos,2026-07-12,213.57
Email,2026-07-13,131.40
Eventos,2026-07-13,354.63
Google Ads,2026-07-13,751.39
Meta Ads,2026-07-13,740.84
Referidos,2026-07-13,247.77
Email,2026-07-14,142.33
Eventos,2026-07-14,401.81
Google Ads,2026-07-14,1047.20
Meta Ads,2026-07-14,807.79
Referidos,2026-07-14,260.30
Email,2026-07-15,149.44
Eventos,2026-07-15,403.52
Google Ads,2026-07-15,960.52
Meta Ads,2026-07-15,797.45
Referidos,2026-07-15,244.94
Email,2026-07-16,144.21
Eventos,2026-07-16,417.77
Google Ads,2026-07-16,916.10
Meta Ads,2026-07-16,742.98
Referidos,2026-07-16,227.13
Email,2026-07-17,156.91
Eventos,2026-07-17,453.38
Google Ads,2026-07-17,951.28
Meta Ads,2026-07-17,735.87
Referidos,2026-07-17,224.56
Email,2026-07-18,124.35
Eventos,2026-07-18,307.29
Google Ads,2026-07-18,566.16
Meta Ads,2026-07-18,487.88
Referidos,2026-07-18,185.84
Email,2026-07-19,112.94
Eventos,2026-07-19,286.25
Google Ads,2026-07-19,619.98
Meta Ads,2026-07-19,394.67
Referidos,2026-07-19,157.41
Email,2026-07-20,162.52
Eventos,2026-07-20,376.77
Google Ads,2026-07-20,798.75
Meta Ads,2026-07-20,625.90
Referidos,2026-07-20,309.09
Email,2026-07-21,175.63
Eventos,2026-07-21,407.06
Google Ads,2026-07-21,890.53
Meta Ads,2026-07-21,813.11
Referidos,2026-07-21,300.93
Email,2026-07-22,159.65
Eventos,2026-07-22,337.72
Google Ads,2026-07-22,723.41
Meta Ads,2026-07-22,768.34
Referidos,2026-07-22,287.53
Email,2026-07-23,152.51
Eventos,2026-07-23,346.67
Google Ads,2026-07-23,862.90
Meta Ads,2026-07-23,820.77
Referidos,2026-07-23,208.06
Email,2026-07-24,137.40
Eventos,2026-07-24,428.45
Google Ads,2026-07-24,912.19
Meta Ads,2026-07-24,742.40
Referidos,2026-07-24,219.62
Email,2026-07-25,115.31
Eventos,2026-07-25,312.76
Google Ads,2026-07-25,723.27
Meta Ads,2026-07-25,476.20
Referidos,2026-07-25,145.75
Email,2026-07-26,109.97
Eventos,2026-07-26,260.94
Google Ads,2026-07-26,707.93
Meta Ads,2026-07-26,486.81
Referidos,2026-07-26,172.34
Email,2026-07-27,121.49
Eventos,2026-07-27,409.01
Google Ads,2026-07-27,847.49
Meta Ads,2026-07-27,616.98
Referidos,2026-07-27,269.63
Email,2026-07-28,150.56
Eventos,2026-07-28,413.07
Google Ads,2026-07-28,858.70
Meta Ads,2026-07-28,673.95
Referidos,2026-07-28,288.40
Email,2026-07-29,167.24
Eventos,2026-07-29,372.02
Google Ads,2026-07-29,735.00
Meta Ads,2026-07-29,804.04
Referidos,2026-07-29,287.09
Email,2026-07-30,144.83
Eventos,2026-07-30,403.52
Google Ads,2026-07-30,972.99
Meta Ads,2026-07-30,802.75
Referidos,2026-07-30,277.66
Email,2026-07-31,124.58
Eventos,2026-07-31,408.14
Google Ads,2026-07-31,884.47
Meta Ads,2026-07-31,625.06
Referidos,2026-07-31,235.47
Email,2026-08-01,85.16
Eventos,2026-08-01,243.52
Google Ads,2026-08-01,559.31
Meta Ads,2026-08-01,540.80
Referidos,2026-08-01,183.40
Email,2026-08-02,125.14
Eventos,2026-08-02,252.61
Google Ads,2026-08-02,550.63
Meta Ads,2026-08-02,585.16
Referidos,2026-08-02,182.03
Email,2026-08-03,172.81
Eventos,2026-08-03,343.61
Google Ads,2026-08-03,774.62
Meta Ads,2026-08-03,630.85
Referidos,2026-08-03,210.84
Email,2026-08-04,178.70
Eventos,2026-08-04,369.08
Google Ads,2026-08-04,975.32
Meta Ads,2026-08-04,746.29
Referidos,2026-08-04,229.75
Email,2026-08-05,160.84
Eventos,2026-08-05,461.26
Google Ads,2026-08-05,855.92
Meta Ads,2026-08-05,822.25
Referidos,2026-08-05,280.99
Email,2026-08-06,132.62
Eventos,2026-08-06,395.17
Google Ads,2026-08-06,851.26
Meta Ads,2026-08-06,682.34
Referidos,2026-08-06,272.11
Email,2026-08-07,146.06
Eventos,2026-08-07,355.73
Google Ads,2026-08-07,866.94
Meta Ads,2026-08-07,614.17
Referidos,2026-08-07,264.92
Email,2026-08-08,85.25
Eventos,2026-08-08,293.61
Google Ads,2026-08-08,546.37
Meta Ads,2026-08-08,530.00
Referidos,2026-08-08,167.53
Email,2026-08-09,113.47
Eventos,2026-08-09,262.66
Google Ads,2026-08-09,698.27
Meta Ads,2026-08-09,426.49
Referidos,2026-08-09,158.04
Email,2026-08-10,162.34
Eventos,2026-08-10,402.16
Google Ads,2026-08-10,901.15
Meta Ads,2026-08-10,813.12
Referidos,2026-08-10,290.16
Email,2026-08-11,174.60
Eventos,2026-08-11,476.92
Google Ads,2026-08-11,937.40
Meta Ads,2026-08-11,592.87
Referidos,2026-08-11,238.42
Email,2026-08-12,132.34
Eventos,2026-08-12,340.96
Google Ads,2026-08-12,749.53
Meta Ads,2026-08-12,718.94
Referidos,2026-08-12,212.24
Email,2026-08-13,150.98
Eventos,2026-08-13,340.18
Google Ads,2026-08-13,948.85
Meta Ads,2026-08-13,812.80
Referidos,2026-08-13,276.27
Email,2026-08-14,128.76
Eventos,2026-08-14,373.50
Google Ads,2026-08-14,991.52
Meta Ads,2026-08-14,694.94
Referidos,2026-08-14,257.53
Email,2026-08-15,111.00
Eventos,2026-08-15,312.32
Google Ads,2026-08-15,738.79
Meta Ads,2026-08-15,478.40
Referidos,2026-08-15,183.32
Email,2026-08-16,100.69
Eventos,2026-08-16,329.77
Google Ads,2026-08-16,753.72
Meta Ads,2026-08-16,569.29
Referidos,2026-08-16,209.76
Email,2026-08-17,154.24
Eventos,2026-08-17,441.30
Google Ads,2026-08-17,790.22
Meta Ads,2026-08-17,561.69
Referidos,2026-08-17,216.13
Email,2026-08-18,158.41
Eventos,2026-08-18,332.63
Google Ads,2026-08-18,795.86
Meta Ads,2026-08-18,683.73
Referidos,2026-08-18,228.43
Email,2026-08-19,166.53
Eventos,2026-08-19,358.98
Google Ads,2026-08-19,1022.23
Meta Ads,2026-08-19,779.01
Referidos,2026-08-19,285.71
Email,2026-08-20,154.40
Eventos,2026-08-20,321.48
Google Ads,2026-08-20,947.33
Meta Ads,2026-08-20,688.97
Referidos,2026-08-20,212.65
Email,2026-08-21,124.24
Eventos,2026-08-21,458.50
Google Ads,2026-08-21,1029.38
Meta Ads,2026-08-21,754.48
Referidos,2026-08-21,309.01
Email,2026-08-22,123.42
Eventos,2026-08-22,266.45
Google Ads,2026-08-22,742.08
Meta Ads,2026-08-22,417.54
Referidos,2026-08-22,195.76
Email,2026-08-23,107.59
Eventos,2026-08-23,271.84
Google Ads,2026-08-23,603.34
Meta Ads,2026-08-23,458.61
Referidos,2026-08-23,214.97
Email,2026-08-24,147.43
Eventos,2026-08-24,364.17
Google Ads,2026-08-24,813.60
Meta Ads,2026-08-24,609.14
Referidos,2026-08-24,260.18
Email,2026-08-25,121.91
Eventos,2026-08-25,361.88
Google Ads,2026-08-25,934.92
Meta Ads,2026-08-25,764.79
Referidos,2026-08-25,303.12
Email,2026-08-26,152.01
Eventos,2026-08-26,425.24
Google Ads,2026-08-26,857.56
Meta Ads,2026-08-26,566.17
Referidos,2026-08-26,294.88
Email,2026-08-27,137.80
Eventos,2026-08-27,414.48
Google Ads,2026-08-27,984.10
Meta Ads,2026-08-27,803.88
Referidos,2026-08-27,211.41
Email,2026-08-28,167.16
Eventos,2026-08-28,461.45
Google Ads,2026-08-28,822.13
Meta Ads,2026-08-28,736.34
Referidos,2026-08-28,274.99
Email,2026-08-29,120.20
Eventos,2026-08-29,247.67
Google Ads,2026-08-29,573.38
Meta Ads,2026-08-29,472.01
Referidos,2026-08-29,146.21
Email,2026-08-30,112.01
Eventos,2026-08-30,302.42
Google Ads,2026-08-30,661.26
Meta Ads,2026-08-30,579.90
Referidos,2026-08-30,188.89
Email,2026-08-31,139.59
Eventos,2026-08-31,398.17
Google Ads,2026-08-31,1014.91
Meta Ads,2026-08-31,663.01
Referidos,2026-08-31,311.20
Email,2026-09-01,136.70
Eventos,2026-09-01,467.25
Google Ads,2026-09-01,1074.98
Meta Ads,2026-09-01,611.74
Referidos,2026-09-01,278.44
Email,2026-09-02,153.23
Eventos,2026-09-02,459.11
Google Ads,2026-09-02,744.98
Meta Ads,2026-09-02,838.12
Referidos,2026-09-02,225.55
Email,2026-09-03,162.50
Eventos,2026-09-03,474.44
Google Ads,2026-09-03,983.08
Meta Ads,2026-09-03,754.93
Referidos,2026-09-03,238.49
Email,2026-09-04,149.40
Eventos,2026-09-04,354.57
Google Ads,2026-09-04,722.88
Meta Ads,2026-09-04,651.89
Referidos,2026-09-04,278.68
Email,2026-09-05,99.70
Eventos,2026-09-05,288.51
Google Ads,2026-09-05,710.04
Meta Ads,2026-09-05,432.72
Referidos,2026-09-05,171.09
Email,2026-09-06,106.81
Eventos,2026-09-06,285.26
Google Ads,2026-09-06,712.45
Meta Ads,2026-09-06,543.13
Referidos,2026-09-06,185.75
Email,2026-09-07,149.24
Eventos,2026-09-07,365.94
Google Ads,2026-09-07,844.95
Meta Ads,2026-09-07,728.02
Referidos,2026-09-07,288.33
Email,2026-09-08,146.06
Eventos,2026-09-08,356.85
Google Ads,2026-09-08,1052.75
Meta Ads,2026-09-08,763.54
Referidos,2026-09-08,256.41
Email,2026-09-09,133.70
Eventos,2026-09-09,453.77
Google Ads,2026-09-09,987.06
Meta Ads,2026-09-09,701.78
Referidos,2026-09-09,278.75
Email,2026-09-10,157.53
Eventos,2026-09-10,454.41
Google Ads,2026-09-10,951.66
Meta Ads,2026-09-10,644.13
Referidos,2026-09-10,244.45
Email,2026-09-11,134.25
Eventos,2026-09-11,323.36
Google Ads,2026-09-11,822.01
Meta Ads,2026-09-11,703.32
Referidos,2026-09-11,304.72
Email,2026-09-12,84.62
Eventos,2026-09-12,308.93
Google Ads,2026-09-12,675.99
Meta Ads,2026-09-12,533.03
Referidos,2026-09-12,212.88
Email,2026-09-13,98.32
Eventos,2026-09-13,295.85
Google Ads,2026-09-13,740.33
Meta Ads,2026-09-13,550.14
Referidos,2026-09-13,173.41
Email,2026-09-14,143.45
Eventos,2026-09-14,459.21
Google Ads,2026-09-14,720.99
Meta Ads,2026-09-14,787.19
Referidos,2026-09-14,304.99
Email,2026-09-15,152.91
Eventos,2026-09-15,326.19
Google Ads,2026-09-15,759.85
Meta Ads,2026-09-15,769.19
Referidos,2026-09-15,215.53
Email,2026-09-16,165.87
Eventos,2026-09-16,326.27
Google Ads,2026-09-16,854.35
Meta Ads,2026-09-16,668.61
Referidos,2026-09-16,306.56
Email,2026-09-17,174.63
Eventos,2026-09-17,321.32
Google Ads,2026-09-17,916.29
Meta Ads,2026-09-17,673.53
Referidos,2026-09-17,266.32
