pago_id,factura_id,fecha_pago,monto_pagado,metodo_pago
PAG-001319,FAC-001877,2024-03-03,329.04,Transferencia
PAG-001320,FAC-000697,2025-08-06,2296.82,Efectivo
PAG-001321,FAC-001493,2025-08-16,3550.76,Transferencia
PAG-001322,FAC-003440,2025-10-06,1274.01,Transferencia
PAG-001323,FAC-001238,2024-05-14,640.23,Cheque
PAG-001324,FAC-002036,2025-11-25,11433.42,Cheque
PAG-001325,FAC-000542,2025-08-15,1591.20,Transferencia
PAG-001326,FAC-002081,2025-03-19,156.96,Transferencia
PAG-001327,FAC-000714,2024-01-22,1492.05,Transferencia
PAG-001328,FAC-003240,2024-05-22,6281.88,Transferencia
PAG-001329,FAC-001728,2025-07-20,6679.02,Cheque
PAG-001330,FAC-002067,2025-12-27,717.20,Efectivo
PAG-001331,FAC-001512,2025-09-22,3404.71,Tarjeta
PAG-001332,FAC-002377,2024-03-10,5442.48,Efectivo
PAG-001333,FAC-003228,2024-09-30,1815.80,Transferencia
PAG-001334,FAC-000411,2025-01-11,3701.75,Transferencia
PAG-001335,FAC-001613,2025-10-28,4879.88,Transferencia
PAG-001336,FAC-000757,2024-09-04,2750.16,Tarjeta
PAG-001337,FAC-002863,2024-04-05,3663.52,Transferencia
PAG-001338,FAC-001540,2024-03-29,244.82,Transferencia
PAG-001339,FAC-001569,2024-11-03,1732.35,Transferencia
PAG-001340,FAC-003339,2025-12-02,12208.30,Cheque
PAG-001341,FAC-003415,2026-01-02,1130.94,Efectivo
PAG-001342,FAC-002528,2024-07-01,2062.16,Tarjeta
PAG-001343,FAC-003103,2025-08-18,10549.84,Transferencia
PAG-001344,FAC-001409,2025-12-23,857.10,Transferencia
PAG-001345,FAC-000688,2024-12-19,3274.53,Transferencia
PAG-001346,FAC-002443,2024-10-19,1978.56,Cheque
PAG-001347,FAC-002760,2024-07-17,1658.57,Tarjeta
PAG-001348,FAC-001324,2024-05-08,9718.45,Tarjeta
PAG-001349,FAC-000136,2024-08-24,2596.62,Tarjeta
PAG-001350,FAC-000626,2024-11-03,3655.36,Transferencia
PAG-001351,FAC-001246,2025-12-01,292.53,Cheque
PAG-001352,FAC-003259,2025-01-04,1160.11,Transferencia
PAG-001353,FAC-000190,2025-04-21,3233.95,Cheque
PAG-001354,FAC-000190,2025-05-09,2155.97,Cheque
PAG-001355,FAC-000043,2025-04-14,2663.12,Cheque
PAG-001356,FAC-002346,2026-02-10,531.23,Transferencia
PAG-001357,FAC-003412,2024-09-25,1948.52,Transferencia
PAG-001358,FAC-001328,2025-02-20,2887.08,Transferencia
PAG-001359,FAC-003072,2026-01-09,1309.65,Tarjeta
PAG-001360,FAC-000662,2025-03-02,779.13,Transferencia
PAG-001361,FAC-003280,2025-08-26,2078.96,Tarjeta
PAG-001362,FAC-002188,2024-04-26,11523.89,Transferencia
PAG-001363,FAC-003030,2024-10-09,467.40,Cheque
PAG-001364,FAC-001459,2024-08-29,7458.12,Transferencia
PAG-001365,FAC-000711,2024-09-08,3845.04,Tarjeta
PAG-001366,FAC-002697,2025-04-05,275.40,Transferencia
PAG-001367,FAC-001695,2024-03-06,788.26,Tarjeta
PAG-001368,FAC-000269,2024-05-04,1626.31,Transferencia
PAG-001369,FAC-003368,2025-10-29,8349.65,Transferencia
PAG-001370,FAC-002376,2025-06-28,404.08,Transferencia
PAG-001371,FAC-003469,2024-06-26,2534.84,Transferencia
PAG-001372,FAC-000787,2024-09-15,497.30,Transferencia
PAG-001373,FAC-001375,2025-03-05,277.32,Transferencia
PAG-001374,FAC-003288,2024-05-24,3269.18,Transferencia
PAG-001375,FAC-002520,2025-05-04,5595.70,Transferencia
PAG-001376,FAC-002180,2024-05-13,1026.86,Transferencia
PAG-001377,FAC-000569,2025-07-24,4823.43,Cheque
PAG-001378,FAC-003166,2025-08-23,1281.03,Transferencia
PAG-001379,FAC-001842,2025-04-01,1776.69,Transferencia
PAG-001380,FAC-002021,2025-01-29,8105.58,Transferencia
PAG-001381,FAC-000179,2025-03-11,5872.56,Transferencia
PAG-001382,FAC-003073,2024-07-18,4523.12,Transferencia
PAG-001383,FAC-003318,2025-05-24,8392.51,Transferencia
PAG-001384,FAC-000200,2024-10-24,1319.43,Transferencia
PAG-001385,FAC-002938,2024-11-05,109.12,Cheque
PAG-001386,FAC-001997,2025-09-05,9066.30,Transferencia
PAG-001387,FAC-002575,2024-10-12,1689.58,Transferencia
PAG-001388,FAC-002659,2024-03-30,1293.69,Transferencia
PAG-001389,FAC-003494,2024-05-22,1796.10,Transferencia
PAG-001390,FAC-003390,2025-06-12,5094.74,Transferencia
PAG-001391,FAC-003414,2025-10-17,2833.18,Transferencia
PAG-001392,FAC-000943,2024-04-18,450.93,Transferencia
PAG-001393,FAC-002051,2025-07-20,1310.44,Transferencia
PAG-001394,FAC-002051,2025-07-30,873.63,Transferencia
PAG-001395,FAC-002034,2025-02-23,480.80,Transferencia
PAG-001396,FAC-001506,2024-04-02,3674.62,Transferencia
PAG-001397,FAC-001070,2024-09-11,884.97,Cheque
PAG-001398,FAC-000341,2024-12-15,882.76,Transferencia
PAG-001399,FAC-002716,2025-10-14,9947.16,Transferencia
PAG-001400,FAC-001986,2025-02-28,1197.50,Transferencia
PAG-001401,FAC-000467,2025-07-21,499.83,Transferencia
PAG-001402,FAC-000797,2024-03-31,2330.79,Tarjeta
PAG-001403,FAC-000852,2024-08-03,3715.28,Transferencia
PAG-001404,FAC-000833,2024-12-08,5448.39,Efectivo
PAG-001405,FAC-003108,2024-08-21,1726.16,Transferencia
PAG-001406,FAC-000479,2025-04-21,428.28,Transferencia
PAG-001407,FAC-001498,2025-04-02,11553.57,Transferencia
PAG-001408,FAC-002748,2024-04-30,1473.96,Transferencia
PAG-001409,FAC-001575,2024-06-10,1384.57,Tarjeta
PAG-001410,FAC-000034,2024-01-24,1739.80,Transferencia
PAG-001411,FAC-001460,2025-05-13,2368.63,Cheque
PAG-001412,FAC-001460,2025-06-05,1579.09,Cheque
PAG-001413,FAC-001346,2025-03-25,3850.56,Transferencia
PAG-001414,FAC-001295,2025-02-22,7399.32,Transferencia
PAG-001415,FAC-001678,2025-06-30,2430.95,Cheque
PAG-001416,FAC-003159,2025-05-11,829.41,Transferencia
PAG-001417,FAC-001992,2026-01-21,3018.68,Transferencia
PAG-001418,FAC-002948,2026-01-24,5797.40,Transferencia
PAG-001419,FAC-000941,2025-06-02,4889.64,Efectivo
PAG-001420,FAC-001669,2026-01-01,1183.43,Transferencia
PAG-001421,FAC-001669,2026-01-22,788.96,Transferencia
PAG-001422,FAC-000625,2026-01-04,208.53,Tarjeta
PAG-001423,FAC-001913,2025-10-23,12138.65,Cheque
PAG-001424,FAC-003009,2025-09-15,1831.83,Tarjeta
PAG-001425,FAC-002720,2025-12-20,882.95,Cheque
PAG-001426,FAC-002874,2025-09-01,827.86,Cheque
PAG-001427,FAC-003335,2026-01-13,2597.32,Cheque
PAG-001428,FAC-000934,2026-04-10,2713.06,Tarjeta
PAG-001429,FAC-001130,2025-04-22,848.24,Transferencia
PAG-001430,FAC-002774,2024-03-15,3698.52,Transferencia
PAG-001431,FAC-001439,2025-12-30,5189.38,Transferencia
PAG-001432,FAC-000867,2025-04-09,1700.40,Cheque
PAG-001433,FAC-000274,2025-03-13,15159.41,Transferencia
PAG-001434,FAC-000026,2024-11-14,1472.04,Efectivo
PAG-001435,FAC-003175,2024-09-30,4762.17,Cheque
PAG-001436,FAC-001275,2025-01-30,298.22,Cheque
PAG-001437,FAC-000204,2024-11-15,6221.10,Transferencia
PAG-001438,FAC-000754,2026-01-09,6822.68,Efectivo
PAG-001439,FAC-001651,2024-03-10,481.08,Transferencia
PAG-001440,FAC-003395,2025-12-30,2647.40,Transferencia
PAG-001441,FAC-000859,2024-08-20,442.09,Transferencia
PAG-001442,FAC-003266,2024-09-05,2268.00,Tarjeta
PAG-001443,FAC-002207,2025-05-14,5919.08,Cheque
PAG-001444,FAC-001252,2025-11-16,3474.64,Transferencia
PAG-001445,FAC-003316,2024-09-03,52.08,Transferencia
PAG-001446,FAC-001881,2024-08-14,2487.05,Transferencia
PAG-001447,FAC-001905,2025-01-31,969.84,Transferencia
PAG-001448,FAC-001905,2025-02-16,646.56,Transferencia
PAG-001449,FAC-001080,2025-03-13,6314.28,Transferencia
PAG-001450,FAC-001050,2025-08-16,476.14,Transferencia
PAG-001451,FAC-001564,2024-03-27,204.05,Transferencia
PAG-001452,FAC-000640,2025-06-09,6021.05,Transferencia
PAG-001453,FAC-003015,2025-03-09,299.50,Tarjeta
PAG-001454,FAC-003286,2024-04-17,10101.49,Transferencia
PAG-001455,FAC-000921,2024-08-06,2291.66,Tarjeta
PAG-001456,FAC-001561,2025-01-11,4339.10,Transferencia
PAG-001457,FAC-000974,2025-01-30,759.16,Transferencia
PAG-001458,FAC-000966,2025-12-23,2597.35,Transferencia
PAG-001459,FAC-003388,2024-04-17,2718.00,Transferencia
PAG-001460,FAC-003217,2025-04-01,3616.08,Transferencia
PAG-001461,FAC-003026,2024-10-22,10153.10,Transferencia
PAG-001462,FAC-002058,2025-07-22,3003.88,Transferencia
PAG-001463,FAC-000122,2025-10-07,5005.70,Transferencia
PAG-001464,FAC-000713,2024-06-28,15366.50,Transferencia
PAG-001465,FAC-000174,2024-06-22,2569.50,Efectivo
PAG-001466,FAC-002307,2025-06-02,646.88,Transferencia
PAG-001467,FAC-001549,2025-06-03,541.92,Transferencia
PAG-001468,FAC-001759,2025-10-27,3802.50,Transferencia
PAG-001469,FAC-002839,2024-09-13,858.15,Transferencia
PAG-001470,FAC-003172,2024-07-15,373.17,Transferencia
PAG-001471,FAC-001062,2026-01-13,1401.39,Tarjeta
PAG-001472,FAC-000450,2024-05-03,10631.18,Cheque
PAG-001473,FAC-000939,2024-03-15,2181.30,Cheque
PAG-001474,FAC-000997,2025-02-27,4149.18,Cheque
PAG-001475,FAC-002568,2025-09-28,1266.15,Transferencia
PAG-001476,FAC-001236,2025-11-22,1781.74,Efectivo
PAG-001477,FAC-000716,2025-08-27,285.06,Transferencia
PAG-001478,FAC-002541,2025-03-18,3316.72,Transferencia
PAG-001479,FAC-000060,2025-08-27,2721.88,Cheque
PAG-001480,FAC-002362,2024-03-04,3471.40,Cheque
PAG-001481,FAC-001730,2025-04-15,5192.34,Tarjeta
PAG-001482,FAC-001741,2025-02-02,441.30,Transferencia
PAG-001483,FAC-002469,2025-09-26,2240.90,Transferencia
PAG-001484,FAC-003008,2025-12-05,6187.36,Transferencia
PAG-001485,FAC-000764,2025-05-08,4970.64,Efectivo
PAG-001486,FAC-000340,2024-08-24,1351.59,Cheque
PAG-001487,FAC-001223,2024-11-21,340.36,Transferencia
PAG-001488,FAC-002107,2024-11-02,3625.12,Tarjeta
PAG-001489,FAC-002424,2025-09-11,1325.58,Tarjeta
PAG-001490,FAC-000964,2025-08-26,1707.00,Cheque
PAG-001491,FAC-003002,2024-05-17,8530.50,Transferencia
PAG-001492,FAC-000337,2025-09-03,12855.22,Transferencia
PAG-001493,FAC-002695,2024-07-18,464.53,Transferencia
PAG-001494,FAC-002695,2024-08-15,309.69,Transferencia
PAG-001495,FAC-002952,2025-01-23,2165.88,Efectivo
PAG-001496,FAC-003104,2024-11-20,1641.57,Tarjeta
PAG-001497,FAC-002953,2024-03-09,2167.56,Efectivo
PAG-001498,FAC-002708,2025-12-15,5559.26,Transferencia
PAG-001499,FAC-003294,2025-04-19,2642.70,Transferencia
PAG-001500,FAC-000774,2024-03-07,8058.33,Tarjeta
PAG-001501,FAC-003195,2025-03-01,1445.16,Transferencia
PAG-001502,FAC-003149,2024-09-02,1480.05,Tarjeta
PAG-001503,FAC-002983,2024-03-05,108.78,Transferencia
PAG-001504,FAC-002219,2025-07-29,8844.08,Transferencia
PAG-001505,FAC-002152,2024-01-13,6308.88,Transferencia
PAG-001506,FAC-000636,2024-07-09,1558.00,Transferencia
PAG-001507,FAC-000384,2024-02-20,2178.54,Transferencia
PAG-001508,FAC-002967,2025-02-15,2166.40,Transferencia
PAG-001509,FAC-001776,2025-05-12,3787.24,Transferencia
PAG-001510,FAC-002685,2025-12-18,680.57,Transferencia
PAG-001511,FAC-000412,2025-02-24,8018.34,Transferencia
PAG-001512,FAC-002309,2025-10-06,919.85,Tarjeta
PAG-001513,FAC-002799,2025-05-16,4974.83,Transferencia
PAG-001514,FAC-001996,2025-02-27,8312.78,Transferencia
PAG-001515,FAC-000306,2025-04-15,623.45,Tarjeta
PAG-001516,FAC-001689,2024-08-26,876.96,Transferencia
PAG-001517,FAC-000142,2024-05-12,2549.10,Transferencia
PAG-001518,FAC-002252,2024-11-04,1598.67,Transferencia
PAG-001519,FAC-003111,2025-10-11,740.32,Transferencia
PAG-001520,FAC-003094,2025-01-10,1445.86,Transferencia
PAG-001521,FAC-000338,2025-07-05,370.96,Transferencia
PAG-001522,FAC-001676,2024-10-07,1248.20,Transferencia
PAG-001523,FAC-000928,2024-09-04,561.00,Tarjeta
PAG-001524,FAC-000448,2025-05-23,4315.70,Transferencia
PAG-001525,FAC-002104,2025-03-15,4287.48,Transferencia
PAG-001526,FAC-000475,2025-11-30,839.70,Transferencia
PAG-001527,FAC-001930,2024-08-16,3376.38,Cheque
PAG-001528,FAC-002042,2024-09-01,749.07,Transferencia
PAG-001529,FAC-003327,2024-12-10,3475.30,Transferencia
PAG-001530,FAC-000263,2025-08-07,1767.04,Transferencia
PAG-001531,FAC-002123,2025-03-12,1511.84,Transferencia
PAG-001532,FAC-002313,2025-02-09,1091.58,Efectivo
PAG-001533,FAC-002903,2025-03-30,3853.38,Transferencia
PAG-001534,FAC-003216,2025-07-03,1168.20,Tarjeta
PAG-001535,FAC-002907,2024-11-27,141.46,Transferencia
PAG-001536,FAC-002278,2024-08-22,1209.28,Transferencia
PAG-001537,FAC-000952,2025-02-25,1144.56,Tarjeta
PAG-001538,FAC-000643,2025-05-20,705.40,Tarjeta
PAG-001539,FAC-003374,2024-01-14,2821.16,Transferencia
PAG-001540,FAC-000619,2025-02-02,2635.80,Transferencia
PAG-001541,FAC-003126,2024-03-28,11775.05,Transferencia
PAG-001542,FAC-002984,2025-09-14,9177.44,Transferencia
PAG-001543,FAC-003465,2025-12-30,4784.40,Transferencia
PAG-001544,FAC-001691,2025-09-23,1762.56,Cheque
PAG-001545,FAC-000304,2024-07-26,6885.90,Transferencia
PAG-001546,FAC-002235,2025-04-24,110.26,Tarjeta
PAG-001547,FAC-001917,2025-12-20,859.08,Transferencia
PAG-001548,FAC-001316,2024-10-12,433.24,Transferencia
PAG-001549,FAC-000585,2025-09-24,1467.84,Transferencia
PAG-001550,FAC-000486,2025-07-04,1747.40,Transferencia
PAG-001551,FAC-002583,2026-02-10,1728.12,Tarjeta
PAG-001552,FAC-001824,2024-06-05,7306.04,Cheque
PAG-001553,FAC-002127,2025-09-20,3077.68,Transferencia
PAG-001554,FAC-002536,2025-03-18,2193.24,Transferencia
PAG-001555,FAC-002218,2024-01-30,2146.42,Transferencia
PAG-001556,FAC-002218,2024-02-10,1430.94,Transferencia
PAG-001557,FAC-001887,2025-02-18,1470.30,Transferencia
PAG-001558,FAC-003299,2026-03-08,1924.88,Transferencia
PAG-001559,FAC-001966,2025-08-07,897.90,Cheque
PAG-001560,FAC-001768,2025-05-31,119.26,Transferencia
PAG-001561,FAC-001333,2025-04-02,5833.66,Tarjeta
PAG-001562,FAC-000137,2024-01-30,369.47,Transferencia
PAG-001563,FAC-003394,2024-08-17,4654.14,Efectivo
PAG-001564,FAC-002896,2024-04-23,1351.32,Transferencia
PAG-001565,FAC-001923,2025-07-21,3973.13,Transferencia
PAG-001566,FAC-001017,2025-12-11,1325.52,Tarjeta
PAG-001567,FAC-001228,2025-04-23,7367.28,Transferencia
PAG-001568,FAC-002787,2026-01-31,1719.20,Transferencia
PAG-001569,FAC-002766,2025-01-23,756.68,Transferencia
PAG-001570,FAC-003419,2024-05-09,611.24,Efectivo
PAG-001571,FAC-002101,2025-12-25,1023.92,Tarjeta
PAG-001572,FAC-003296,2025-01-05,872.64,Tarjeta
PAG-001573,FAC-002578,2025-08-05,1266.61,Transferencia
PAG-001574,FAC-001443,2024-06-14,706.68,Cheque
PAG-001575,FAC-000984,2024-07-18,2425.53,Transferencia
PAG-001576,FAC-003421,2024-11-29,3076.46,Tarjeta
PAG-001577,FAC-003421,2024-12-15,2050.98,Tarjeta
PAG-001578,FAC-001921,2025-11-25,1285.64,Transferencia
PAG-001579,FAC-002870,2025-06-14,1111.76,Transferencia
PAG-001580,FAC-003117,2024-08-06,4678.96,Transferencia
PAG-001581,FAC-002668,2024-10-23,3412.34,Transferencia
PAG-001582,FAC-002668,2024-11-22,2274.90,Transferencia
PAG-001583,FAC-000217,2024-07-29,4915.89,Transferencia
PAG-001584,FAC-002958,2024-07-30,1492.89,Transferencia
PAG-001585,FAC-000109,2025-05-21,7333.04,Cheque
PAG-001586,FAC-001081,2024-08-05,3396.95,Transferencia
PAG-001587,FAC-002937,2025-03-01,12184.20,Cheque
PAG-001588,FAC-001559,2024-12-18,177.08,Transferencia
PAG-001589,FAC-001559,2025-01-02,118.06,Transferencia
PAG-001590,FAC-002796,2024-01-20,312.48,Transferencia
PAG-001591,FAC-000746,2024-06-16,4287.80,Tarjeta
PAG-001592,FAC-000835,2025-12-07,4836.90,Tarjeta
PAG-001593,FAC-003239,2025-07-17,3813.94,Transferencia
PAG-001594,FAC-001153,2025-07-11,1962.38,Transferencia
PAG-001595,FAC-000130,2024-07-23,1193.32,Transferencia
PAG-001596,FAC-000157,2024-05-05,810.51,Transferencia
PAG-001597,FAC-001763,2025-03-02,2781.85,Transferencia
PAG-001598,FAC-002747,2024-08-27,4924.60,Transferencia
PAG-001599,FAC-001042,2024-03-11,4314.45,Transferencia
PAG-001600,FAC-003170,2025-08-07,1258.18,Transferencia
PAG-001601,FAC-001719,2024-11-04,618.74,Transferencia
PAG-001602,FAC-002090,2026-01-01,3485.40,Transferencia
PAG-001603,FAC-001049,2024-12-12,3405.04,Cheque
PAG-001604,FAC-003346,2025-12-25,2812.10,Tarjeta
PAG-001605,FAC-001022,2024-12-14,1990.68,Transferencia
PAG-001606,FAC-000932,2025-08-06,573.47,Transferencia
PAG-001607,FAC-002329,2025-10-04,1189.35,Transferencia
PAG-001608,FAC-000866,2025-10-11,435.43,Efectivo
PAG-001609,FAC-001523,2024-07-08,675.24,Cheque
PAG-001610,FAC-001093,2025-06-22,1225.47,Tarjeta
PAG-001611,FAC-001425,2025-05-09,894.71,Transferencia
PAG-001612,FAC-001425,2025-06-07,596.47,Transferencia
PAG-001613,FAC-001821,2024-09-16,867.66,Transferencia
PAG-001614,FAC-002867,2024-11-25,1239.95,Tarjeta
PAG-001615,FAC-003482,2024-05-15,1759.48,Cheque
PAG-001616,FAC-001151,2025-08-14,8055.11,Transferencia
PAG-001617,FAC-002018,2024-04-05,5210.52,Transferencia
PAG-001618,FAC-002317,2024-04-09,1542.10,Transferencia
PAG-001619,FAC-002317,2024-04-27,1028.06,Transferencia
PAG-001620,FAC-001539,2024-02-24,991.10,Tarjeta
PAG-001621,FAC-000806,2025-01-27,3956.20,Transferencia
PAG-001622,FAC-003274,2024-08-30,1045.76,Tarjeta
PAG-001623,FAC-001205,2025-03-30,8177.25,Transferencia
PAG-001624,FAC-000892,2025-02-21,1075.89,Cheque
PAG-001625,FAC-000908,2025-07-08,5114.00,Efectivo
PAG-001626,FAC-002707,2024-06-23,1044.96,Transferencia
PAG-001627,FAC-000186,2024-10-21,2643.75,Transferencia
PAG-001628,FAC-002618,2025-01-23,168.24,Transferencia
PAG-001629,FAC-002618,2025-02-16,112.16,Transferencia
PAG-001630,FAC-001007,2024-05-13,5642.52,Tarjeta
PAG-001631,FAC-000789,2024-06-15,227.48,Tarjeta
PAG-001632,FAC-000212,2024-05-01,3620.01,Transferencia
PAG-001633,FAC-003071,2024-09-30,3481.38,Cheque
PAG-001634,FAC-000500,2024-04-28,513.95,Efectivo
PAG-001635,FAC-003017,2025-11-13,2712.28,Tarjeta
PAG-001636,FAC-001663,2024-02-08,378.86,Tarjeta
PAG-001637,FAC-001402,2024-07-31,439.07,Transferencia
PAG-001638,FAC-001955,2026-01-18,1359.48,Transferencia
PAG-001639,FAC-001125,2025-08-31,3074.40,Transferencia
PAG-001640,FAC-001827,2024-03-06,8162.91,Transferencia
PAG-001641,FAC-002717,2024-08-25,1619.38,Tarjeta
PAG-001642,FAC-003325,2026-02-11,9958.64,Cheque
PAG-001643,FAC-000902,2024-04-29,5047.71,Transferencia
PAG-001644,FAC-002301,2025-07-06,226.05,Cheque
PAG-001645,FAC-002733,2025-01-19,719.83,Tarjeta
PAG-001646,FAC-003356,2024-03-25,3164.00,Transferencia
PAG-001647,FAC-000091,2025-01-20,4716.95,Transferencia
PAG-001648,FAC-002379,2024-06-02,14395.75,Transferencia
PAG-001649,FAC-003158,2024-06-16,1826.83,Tarjeta
PAG-001650,FAC-003158,2024-07-15,1217.89,Tarjeta
PAG-001651,FAC-000286,2024-06-07,1396.59,Transferencia
PAG-001652,FAC-000299,2025-08-31,6108.30,Cheque
PAG-001653,FAC-002020,2026-01-23,3513.10,Cheque
PAG-001654,FAC-002407,2025-01-11,628.82,Transferencia
PAG-001655,FAC-000687,2025-06-26,3117.64,Transferencia
PAG-001656,FAC-000405,2024-12-14,10624.68,Tarjeta
PAG-001657,FAC-001288,2024-03-18,2788.45,Transferencia
PAG-001658,FAC-002504,2026-01-05,2160.54,Transferencia
PAG-001659,FAC-000612,2024-06-09,1540.77,Transferencia
PAG-001660,FAC-001401,2025-10-12,1564.08,Transferencia
PAG-001661,FAC-002559,2025-08-16,6619.28,Tarjeta
PAG-001662,FAC-002194,2025-05-24,5535.87,Cheque
PAG-001663,FAC-001226,2025-11-19,983.95,Transferencia
PAG-001664,FAC-002999,2024-03-12,15631.50,Tarjeta
PAG-001665,FAC-003053,2025-09-13,1678.29,Transferencia
PAG-001666,FAC-001586,2024-10-20,892.23,Transferencia
PAG-001667,FAC-002581,2025-10-18,4751.88,Cheque
PAG-001668,FAC-000354,2025-12-07,1804.24,Transferencia
PAG-001669,FAC-003393,2025-09-23,1009.80,Transferencia
PAG-001670,FAC-001563,2024-07-10,1369.98,Cheque
PAG-001671,FAC-003283,2025-12-10,2646.30,Transferencia
PAG-001672,FAC-000547,2024-07-06,312.20,Tarjeta
PAG-001673,FAC-002227,2024-07-14,4415.13,Transferencia
PAG-001674,FAC-000606,2025-01-09,2458.92,Transferencia
PAG-001675,FAC-000457,2024-10-13,315.77,Tarjeta
PAG-001676,FAC-002864,2025-11-16,6514.60,Transferencia
PAG-001677,FAC-003413,2025-07-24,773.88,Transferencia
PAG-001678,FAC-000598,2025-01-10,7632.42,Transferencia
PAG-001679,FAC-003306,2024-02-01,2008.96,Transferencia
PAG-001680,FAC-002229,2025-02-21,961.29,Transferencia
PAG-001681,FAC-000909,2025-07-26,432.72,Transferencia
PAG-001682,FAC-001536,2025-05-03,5476.08,Transferencia
PAG-001683,FAC-000096,2024-05-31,5016.66,Transferencia
PAG-001684,FAC-000216,2024-11-27,1496.60,Transferencia
PAG-001685,FAC-001210,2024-12-19,183.41,Transferencia
PAG-001686,FAC-001210,2025-01-10,122.28,Transferencia
PAG-001687,FAC-002876,2024-09-10,5557.72,Transferencia
PAG-001688,FAC-002918,2024-04-25,376.35,Transferencia
PAG-001689,FAC-003270,2025-04-10,20415.99,Cheque
PAG-001690,FAC-001894,2025-06-28,6255.45,Transferencia
PAG-001691,FAC-002573,2024-10-26,902.16,Cheque
PAG-001692,FAC-002135,2024-11-09,133.85,Cheque
PAG-001693,FAC-002135,2024-12-07,89.23,Cheque
PAG-001694,FAC-000132,2025-10-15,858.48,Transferencia
PAG-001695,FAC-000965,2024-03-17,2750.00,Tarjeta
PAG-001696,FAC-001322,2025-05-30,3485.50,Transferencia
PAG-001697,FAC-003461,2025-10-28,74.16,Transferencia
PAG-001698,FAC-003461,2025-11-24,49.44,Transferencia
PAG-001699,FAC-001572,2025-01-23,636.80,Cheque
PAG-001700,FAC-001572,2025-02-03,424.54,Cheque
PAG-001701,FAC-003448,2024-08-13,1141.08,Transferencia
PAG-001702,FAC-000682,2024-05-15,3168.83,Transferencia
PAG-001703,FAC-000458,2025-04-14,4223.34,Cheque
PAG-001704,FAC-003224,2025-02-22,1772.10,Transferencia
PAG-001705,FAC-000067,2025-04-30,851.58,Cheque
PAG-001706,FAC-001925,2025-03-10,465.44,Tarjeta
PAG-001707,FAC-003131,2025-01-28,436.24,Transferencia
PAG-001708,FAC-001726,2025-06-28,6586.36,Transferencia
PAG-001709,FAC-000670,2024-08-26,716.23,Transferencia
PAG-001710,FAC-000392,2025-07-31,1436.26,Transferencia
PAG-001711,FAC-000493,2024-05-14,579.18,Transferencia
PAG-001712,FAC-001100,2025-02-26,5136.46,Tarjeta
PAG-001713,FAC-001100,2025-03-15,3424.31,Tarjeta
PAG-001714,FAC-001034,2024-02-17,964.72,Transferencia
PAG-001715,FAC-003391,2025-12-27,2672.52,Transferencia
PAG-001716,FAC-001128,2025-04-06,804.30,Transferencia
PAG-001717,FAC-000382,2024-04-26,2075.58,Transferencia
PAG-001718,FAC-002055,2024-12-08,2640.45,Transferencia
PAG-001719,FAC-002712,2025-03-02,2091.76,Transferencia
PAG-001720,FAC-000864,2024-11-01,5311.46,Transferencia
PAG-001721,FAC-001938,2026-02-03,2701.56,Tarjeta
PAG-001722,FAC-000755,2025-06-19,2294.22,Tarjeta
PAG-001723,FAC-000555,2024-08-13,10195.26,Transferencia
PAG-001724,FAC-001862,2025-10-20,9155.08,Transferencia
PAG-001725,FAC-000843,2024-12-05,540.67,Transferencia
PAG-001726,FAC-000843,2024-12-30,360.45,Transferencia
PAG-001727,FAC-000583,2025-07-01,1612.58,Transferencia
PAG-001728,FAC-000583,2025-07-20,1075.06,Transferencia
PAG-001729,FAC-001880,2024-11-17,768.57,Transferencia
PAG-001730,FAC-002001,2024-07-28,6031.55,Transferencia
PAG-001731,FAC-001991,2025-09-07,1478.95,Transferencia
PAG-001732,FAC-002045,2024-07-10,4630.50,Tarjeta
PAG-001733,FAC-000250,2024-12-22,416.86,Cheque
PAG-001734,FAC-002040,2025-05-27,703.67,Transferencia
PAG-001735,FAC-000589,2025-02-21,4919.25,Efectivo
PAG-001736,FAC-001266,2025-04-30,539.88,Efectivo
PAG-001737,FAC-002327,2025-07-09,449.74,Transferencia
PAG-001738,FAC-002972,2025-08-20,5541.16,Transferencia
PAG-001739,FAC-001336,2025-04-02,4237.56,Cheque
PAG-001740,FAC-003431,2024-10-24,14160.42,Tarjeta
PAG-001741,FAC-001257,2024-05-13,1136.30,Cheque
PAG-001742,FAC-002296,2025-04-01,1398.27,Transferencia
PAG-001743,FAC-003411,2024-05-10,9410.94,Transferencia
PAG-001744,FAC-000694,2025-12-31,2604.24,Transferencia
PAG-001745,FAC-003198,2025-11-18,1991.04,Tarjeta
PAG-001746,FAC-000751,2025-09-05,3928.72,Transferencia
PAG-001747,FAC-003349,2025-08-23,2087.01,Cheque
PAG-001748,FAC-001790,2025-04-23,3854.76,Transferencia
PAG-001749,FAC-003405,2025-02-22,11545.80,Cheque
PAG-001750,FAC-000742,2024-05-01,1791.72,Cheque
PAG-001751,FAC-000742,2024-05-27,1194.48,Cheque
PAG-001752,FAC-002425,2024-09-10,1549.39,Transferencia
PAG-001753,FAC-002450,2024-06-17,5830.80,Transferencia
PAG-001754,FAC-003208,2025-10-14,4479.36,Transferencia
PAG-001755,FAC-002927,2024-04-28,1476.40,Tarjeta
PAG-001756,FAC-003074,2024-08-29,5114.32,Tarjeta
PAG-001757,FAC-001170,2025-05-07,546.93,Tarjeta
PAG-001758,FAC-002705,2024-07-01,5573.75,Transferencia
