mes,region,cliente_id,perfil,categoria,subcategoria,ingreso_mxn
2026-08,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,540.95
2025-01,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,805.37
2025-02,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,743.8
2025-03,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,716.97
2025-04,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,818.22
2025-05,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,733.22
2025-06,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,651.21
2025-07,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,779.18
2025-08,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,727.55
2025-10,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,528.88
2025-11,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,756.98
2025-12,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,833.02
2026-01,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,733.68
2026-02,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,756.54
2026-03,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,799.71
2026-04,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,925.91
2026-05,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,706.46
2026-06,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,814.82
2026-07,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,688.53
2026-08,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,861.74
2025-01,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,719.93
2025-02,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1090.6
2025-03,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1084.6
2025-04,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,757.37
2025-05,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1036.44
2025-06,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,741.07
2025-07,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,944.21
2025-08,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1185.17
2025-09,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1096.69
2025-10,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1222.84
2025-11,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1073.7
2025-12,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1178.75
2026-01,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1339.45
2026-03,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1257.87
2026-04,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1148.58
2026-05,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1482.2
2026-06,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1244.94
2026-07,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1364.28
2026-08,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1215.73
2025-01,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,229.41
2025-02,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,279.64
2025-03,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,258.53
2025-04,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,289.96
2025-05,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,300.14
2025-06,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,260.21
2025-07,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,341.82
2025-08,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,316.89
2025-09,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,276.26
2025-10,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,320.11
2025-11,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,315.65
2025-12,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,319.87
2026-01,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,330.84
2026-02,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,377.14
2026-03,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,347.94
2026-04,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,362.55
2026-05,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,320.8
2026-06,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,267.25
2026-07,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,313.51
2026-08,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,382.32
2025-01,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,514.56
2025-02,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,516.33
2025-03,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,407.65
2025-04,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,485.67
2025-05,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,513.02
2025-06,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,390.52
2025-08,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,470.66
2025-09,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,506.53
2025-10,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,455.82
2025-11,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,346.1
2026-01,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,343.51
2026-03,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,425.58
2026-05,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,390.4
2026-06,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,355.15
2026-07,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,326.51
2026-08,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,304.15
2025-01,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,470.89
2025-02,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,648.22
2025-03,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,606.0
2025-04,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,607.08
2025-05,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,591.91
2025-06,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,681.4
2025-08,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,613.42
2025-09,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,559.64
2025-10,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,553.79
2025-11,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,430.37
2025-12,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,546.58
2026-02,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,611.76
2026-03,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,573.23
2026-04,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,575.06
2026-05,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,505.43
2026-06,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,490.72
2026-07,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,544.39
2026-08,Occidente,CLI-180,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,564.6
2025-04,Sureste,CLI-181,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Básica,193.54
2025-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,917.87
2025-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,823.02
2025-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1011.04
2025-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1132.68
2025-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1365.65
2025-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1003.08
2025-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,918.63
2025-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,948.79
2025-09,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,950.97
2025-10,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1117.96
2025-11,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1015.56
2026-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1248.15
2026-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1003.0
2026-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1239.4
2026-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1133.3
2026-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1287.98
2026-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1271.3
2025-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,562.54
2025-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,550.31
2025-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,502.65
2025-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,561.67
2025-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,482.45
2025-09,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,472.13
2025-10,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,522.74
2025-11,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,664.17
2025-12,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,479.59
2026-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,490.44
2026-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,376.57
2026-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,397.14
2026-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,497.93
2026-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,482.73
2026-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,402.63
2026-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Promocional,534.68
2025-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,349.28
2025-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,354.17
2025-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,303.05
2025-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,303.9
2025-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,329.72
2025-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,384.85
2025-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,349.04
2025-10,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,410.88
2025-11,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,348.77
2025-12,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,354.12
2026-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,414.15
2026-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,302.42
2026-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,414.03
2026-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,481.9
2026-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,413.33
2026-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,439.09
2026-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,416.62
2026-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,407.03
2025-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1473.8
2025-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1111.29
2025-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1151.64
2025-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1532.96
2025-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1169.86
2025-09,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1337.69
2025-10,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1445.8
2025-11,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1516.96
2025-12,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1403.09
2026-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1370.48
2026-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1584.85
2026-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1316.93
2026-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1297.76
2026-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1491.48
2026-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1172.45
2026-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1633.58
2026-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Exportación,1700.51
2025-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,1100.25
2025-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,1299.03
2025-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,1209.91
2025-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,791.52
2025-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,1128.49
2025-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,984.59
2025-09,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,1365.46
2025-10,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,1014.31
2025-11,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,953.67
2025-12,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,1193.14
2026-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,980.56
2026-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,1136.84
2026-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,1276.26
2026-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,991.09
2026-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,1163.73
2026-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,745.95
2026-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,639.05
2025-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1164.64
2025-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1239.28
2025-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1058.19
2025-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1082.54
2025-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1252.91
2025-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1192.96
2025-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1459.2
2025-09,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1129.04
2025-10,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1556.85
2025-11,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1163.32
2025-12,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1416.01
2026-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1732.24
2026-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1332.0
2026-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1334.24
2026-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1416.15
2026-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1535.4
2026-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Hogar,1425.49
2025-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,644.33
2025-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,566.46
2025-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,638.37
2025-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,720.09
2025-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,585.44
2025-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,610.57
2025-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,689.67
2025-10,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,593.43
2025-11,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,502.79
2025-12,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,525.55
2026-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,591.9
2026-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,608.92
2026-03,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,604.97
2026-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,559.27
2026-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,699.75
2026-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,487.63
2026-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,560.72
2026-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Económica,Económica Básica,549.19
2025-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,779.97
2025-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,813.38
2025-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,745.69
2025-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,862.15
2025-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,899.29
2025-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,766.71
2025-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,995.88
2025-09,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,660.46
2025-11,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,854.34
2025-12,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,979.25
2026-01,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,759.7
2026-02,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,973.28
2026-04,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,967.63
2026-05,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,888.73
2026-06,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,720.35
2026-07,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,945.9
2026-08,Norte,CLI-182,VIP (alto volumen / alta frecuencia),Línea Estándar,Estándar Retail,829.7
2025-01,Centro,CLI-183,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Promocional,92.5
2025-03,Centro,CLI-183,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Promocional,139.28
2025-05,Centro,CLI-183,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Promocional,137.95
2025-08,Centro,CLI-183,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Promocional,114.05
2026-06,Centro,CLI-183,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Promocional,130.98
2026-03,Centro,CLI-184,Esporádico (bajo volumen / baja frecuencia),Servicios postventa,Soporte y Mantenimiento,120.89
2025-02,Centro,CLI-184,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Básica,190.78
2025-07,Centro,CLI-184,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Básica,217.9
2025-11,Centro,CLI-184,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Básica,184.08
2025-04,Centro,CLI-185,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Promocional,119.93
2025-03,Centro,CLI-185,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Básica,162.88
2025-09,Centro,CLI-185,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Básica,121.98
2026-04,Centro,CLI-185,Esporádico (bajo volumen / baja frecuencia),Línea Económica,Económica Básica,113.49
2025-01,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,762.62
2025-02,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,692.87
2025-03,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,878.87
2025-04,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,894.97
2025-05,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,933.67
2025-06,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,846.94
2025-08,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,1066.9
2025-09,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,930.25
2025-10,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,923.99
2025-11,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,784.62
2025-12,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,885.38
2026-01,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,925.58
2026-03,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,961.89
2026-04,Centro,CLI-186,VIP (alto volumen / alta frecuencia),Línea Premium,Premium Oficina,824.62
